Community,Person ID,Person Name,Private?,Deleted?,Friends Count,Friends_IDS,Delta Friends,Followers Count,Statuses Count,# Tweets,Delta Tweets,# Retweets stored in DB,# Retweets reported by Twitter,Delta Retweets
nursing,19374,AmerNurse2day,false,false,255,255,0,4275,3139,3159,-20,455,385.0,70.0
nursing,19362,WorkingNurse,false,false,744,744,0,4461,1960,1977,-17,216,152.0,64.0
nursing,19456,globaltechnurse,false,false,656,656,0,1167,489,493,-4,153,102.0,51.0
nursing,19415,NursingEcon,false,false,1196,1196,0,1629,690,691,-1,2669,191.0,2478.0
nursing,19482,theRCN,false,false,2983,2983,0,12023,2071,2065,6,9528,4530.0,4998.0
nursing,19453,ANANursingWorld,false,false,59,59,0,5715,321,325,-4,219,190.0,29.0
nursing,19475,yalenurse,false,false,145,145,0,3410,462,526,-64,791,170.0,621.0
nursing,19459,PennNursingNews,false,false,320,320,0,1622,960,1029,-69,882,420.0,462.0
nursing,12507,SafetyNurse,false,false,1586,1586,0,5233,4115,3200,0,1347,793.0,554.0
nursing,19462,MedscapeNurses,false,false,7,7,0,7249,5267,3223,-23,1452,1209.0,243.0
nursing,19391,MedSurgNurses,false,false,1416,1416,0,2727,1752,1754,-2,3875,377.0,3498.0
nursing,19416,nursing_book,false,false,1,1,0,1383,2458,2501,-43,154,95.0,59.0
nursing,19460,OncologyNursing,false,false,73,73,0,4493,1443,1469,-26,1334,678.0,656.0
nursing,19476,NANDA_INT,false,false,201,201,0,2411,2130,2168,-38,777,569.0,208.0
nursing,19455,RCNPublishing,false,false,261,261,0,3737,2663,2684,-21,6356,849.0,5507.0
nursing,11033,RNconsult,false,false,7205,7205,0,7710,3417,3204,-4,12451,282.0,12169.0
nursing,19470,NursingLink,false,false,257,257,0,2178,3549,3199,1,2319,1260.0,1059.0
nursing,15739,minoritynurse,false,false,1952,1952,0,3880,720,749,-29,4493,223.0,4270.0
nursing,19485,Nerdnurse,false,false,2839,2839,0,3581,4963,3219,-19,2714,703.0,2011.0
nursing,35355,podmedic,false,false,2037,2037,0,3156,5864,3220,-20,19121,547.0,18574.0
nursing,19464,DonnaCardilloRN,false,false,3304,3304,0,3687,6266,3214,-14,9708,2157.0,7551.0
nursing,19512,Samford_Nursing,false,false,400,400,0,1389,199,203,-4,1641,26.0,1615.0
nursing,19383,aorn,false,false,1923,1923,0,2991,1079,1082,-3,804,386.0,418.0
nursing,19452,nursemanagers,false,false,313,313,0,1862,431,431,0,86,38.0,48.0
nursing,19448,NurseEducator,false,false,430,430,0,2120,2963,2965,-2,1858,332.0,1526.0
nursing,19451,NInformatics,false,false,183,183,0,1216,228,231,-3,72,51.0,21.0
nursing,19505,NYUNursing,false,false,42,42,0,808,225,228,-3,122,41.0,81.0
nursing,19468,NurseCentral,false,false,1920,1920,0,2564,1083,1092,-9,557,261.0,296.0
nursing,19467,AACNme,false,false,1272,1272,0,3104,1384,1431,-47,907,543.0,364.0
nursing,19483,NSNAinc,false,false,10,10,0,1067,240,246,-6,153,89.0,64.0
nursing,35356,UVASON,false,false,6,6,0,910,156,156,0,13,12.0,1.0
nursing,19457,mnt_nursing,false,false,0,0,0,371,1168,1165,3,57,52.0,5.0
nursing,19367,rdjfraser,false,false,1709,1709,0,3967,8143,3239,-39,1403,313.0,1090.0
nursing,19474,ANANurses,false,false,0,0,0,1202,732,743,-11,215,194.0,21.0
nursing,35357,bthenextstep,false,false,979,979,0,1799,30649,3211,-11,371,249.0,122.0
nursing,19473,AAN_Nursing,false,false,192,192,0,1563,324,324,0,252,56.0,196.0
nursing,19491,RNAO,false,false,269,269,0,2589,2276,2319,-43,1483,1016.0,467.0
nursing,19492,ATINursing,false,false,1423,1423,0,2191,5977,3228,-28,747,369.0,378.0
nursing,35358,Geek2ARNP,false,false,416,416,0,2511,25742,3217,-17,38162,249.0,37913.0
nursing,19489,onigrnao,false,false,89,89,0,279,80,82,-2,32,17.0,15.0
nursing,35359,UNDNursing,false,false,2,2,0,554,79,78,1,8,4.0,4.0
nursing,19515,UnitedNurses,false,false,1314,1314,0,2802,2045,2076,-31,2039,1343.0,696.0
nursing,19466,ENAorg,false,false,100,100,0,1635,788,791,-3,484,376.0,108.0
nursing,35360,Emergiblog,false,false,590,590,0,2382,8201,3227,-27,39127,350.0,38777.0
nursing,19461,NUR3563,false,false,1318,1318,0,1501,2085,2099,-14,217,184.0,33.0
nursing,19463,pnanewyork,false,false,1463,1463,0,908,449,446,3,3483,16.0,3467.0
nursing,35361,ernursek,false,false,86,86,0,4386,3366,3207,-7,46388,705.0,45683.0
nursing,35362,NCLEXInfo,false,false,22,22,0,1855,388,394,-6,224,161.0,63.0
nursing,35363,UWM_Nursing,false,false,526,526,0,707,254,259,-5,46,35.0,11.0
nursing,10121,josephweaver,false,false,51663,51573,90,52540,14581,3243,-43,1801,303.0,1498.0
nursing,19376,NurseJanIAm,false,false,2583,2583,0,2557,1034,1034,0,372,120.0,252.0
nursing,19471,jadvnursing,false,false,655,655,0,1160,906,943,-37,7958,782.0,7176.0
nursing,19458,JBL_Nursing,false,false,947,947,0,1024,437,450,-13,109,34.0,75.0
nursing,19507,NursingCenters,false,false,592,592,0,1587,370,368,2,618,154.0,464.0
nursing,19502,lippincott,false,false,202,202,0,1919,1718,1724,-6,243,220.0,23.0
nursing,35365,LuvenRN,false,false,3611,3610,1,3520,12435,3246,-46,1353,195.0,1158.0
nursing,19509,OhioNursesAssoc,false,false,271,271,0,740,919,924,-5,1302,116.0,1186.0
nursing,19480,ANNAnurses,false,false,45,45,0,569,296,299,-3,56,50.0,6.0
nursing,35364,NursesNightOut,false,false,600,600,0,957,1072,1071,1,2540,108.0,2432.0
nursing,19488,nursinginpract,false,false,7,7,0,638,0,0,0,0,0.0,0.0
nursing,19487,RNCentral,false,false,2774,2774,0,14986,1980,2115,-135,3271,2032.0,1239.0
nursing,19424,RoRod101,false,false,570,570,0,1263,2912,2910,2,13437,178.0,13259.0
nursing,35366,UCF_Nursing,false,false,33,33,0,635,83,81,2,9,4.0,5.0
nursing,35367,NewDayforNurses,false,false,30,30,0,604,142,144,-2,8,6.0,2.0
nursing,35368,fpbnursing,false,false,590,590,0,1246,299,302,-3,30,21.0,9.0
nursing,19454,ANAImmunize,false,false,1132,1132,0,1149,334,337,-3,224,62.0,162.0
nursing,19484,mypnaa,false,false,635,635,0,523,228,225,3,940,24.0,916.0
nursing,35369,seejanenurse,false,false,335,335,0,951,6370,3200,0,3444,55.0,3389.0
nursing,19508,AJJInc,false,false,907,907,0,667,1064,1063,1,4450,403.0,4047.0
nursing,19481,AANP_NEWS,false,false,390,390,0,1621,534,558,-24,383,275.0,108.0
nursing,19477,NurseConnect,false,false,678,678,0,2648,502,515,-13,1331,128.0,1203.0
nursing,35370,nswnurses,false,false,266,266,0,1741,394,402,-8,308,205.0,103.0
nursing,19479,NurseZone,false,false,756,756,0,7175,1063,1091,-28,1323,647.0,676.0
nursing,19478,Wiley_Nursing,false,false,387,387,0,668,130,174,-44,79,18.0,61.0
nursing,39377,ontarionurses,false,false,260,260,0,1971,509,562,-53,710,432.0,278.0
hacking,18964,_defcon_,false,false,2487,2486,1,28989,944,1011,-67,8414,4174.0,4240.0
hacking,9578,TheHackersNews,false,false,81,81,0,42347,8332,3200,0,105586,15753.0,89833.0
hacking,35267,hackaday,false,false,1089,1089,0,15623,6465,3209,-9,6934,5829.0,1105.0
hacking,18958,LulzSec,false,false,2,2,0,365049,1332,1316,16,105135,35593.0,69542.0
hacking,18945,BlackHatEvents,false,false,1711,1710,1,20902,1594,1813,-219,8484,2954.0,5530.0
hacking,4552,backtracklinux,false,false,26,26,0,30972,231,231,0,11516,4267.0,7249.0
hacking,18963,exploitdb,false,false,3,3,0,14648,5215,3207,-7,9200,8363.0,837.0
hacking,18947,hdmoore,false,false,9473,9473,0,21313,7705,3313,-113,28411,12345.0,16066.0
hacking,18979,AnonymousIRC,false,false,114,114,0,280216,9397,3553,-353,190858,79870.0,110988.0
hacking,19013,kevinmitnick,false,false,1334,1333,1,56920,6690,3215,-15,23687,15313.0,8374.0
hacking,18959,SecurityTube,false,false,2371,2371,0,16253,12564,3216,-16,13548,10267.0,3281.0
hacking,18957,hackersorg,false,false,4230,4230,0,9166,262,262,0,660,536.0,124.0
hacking,18969,2600,false,false,1,1,0,19640,625,646,-21,12628,7289.0,5339.0
hacking,19118,Anon_Central,false,false,897,897,0,118852,9371,3217,-17,124736,32882.0,91854.0
hacking,18971,metasploit,false,false,35,35,0,16749,525,525,0,6069,1384.0,4685.0
hacking,18946,ThisIsHNN,false,false,344,344,0,16770,1922,1920,2,10286,3235.0,7051.0
hacking,35275,humanhacker,false,false,79,79,0,6710,2388,2610,-222,13294,3075.0,10219.0
hacking,18972,milw0rm,false,false,0,0,0,6637,796,794,2,24,23.0,1.0
hacking,18998,chaosupdates,false,false,98,98,0,44640,1612,1672,-60,24409,19464.0,4945.0
hacking,18962,DarkReading,false,false,13,13,0,11146,3028,3202,-174,10752,2899.0,7853.0
hacking,19026,th3j35t3r,false,false,468,469,-1,30924,1191,1382,-191,13708,9380.0,4328.0
hacking,35262,MakerShed,false,false,7158,7158,0,9587,787,800,-13,1293,900.0,393.0
hacking,18948,offsectraining,false,false,12,12,0,8147,109,111,-2,4506,1441.0,3065.0
hacking,18951,ioerror,false,false,1327,1327,0,30049,25450,3243,-43,104057,12835.0,91222.0
hacking,25528,make,false,false,638,638,0,43657,17235,3337,-137,14536,9191.0,5345.0
hacking,18949,nmap,false,false,486,486,0,16371,94,95,-1,3554,1859.0,1695.0
hacking,35264,Hak5,false,false,6,6,0,16410,265,286,-21,1099,949.0,150.0
hacking,35284,sparkfun,false,false,70,70,0,11969,1589,1642,-53,1418,1279.0,139.0
hacking,35279,defconparties,false,false,1918,1918,0,3560,102,100,2,410,180.0,230.0
hacking,18858,adafruit,false,false,105,105,0,15932,12181,3724,-524,11650,5924.0,5726.0
hacking,35268,pytey,false,false,265,265,0,16357,2478,2574,-96,14833,1674.0,13159.0
hacking,18954,securityninja,false,false,380,380,0,7915,23010,3213,-13,21696,734.0,20962.0
hacking,18973,RSnake,false,false,313,313,0,7674,438,437,1,1164,344.0,820.0
hacking,18960,hackingexposed,false,false,55,55,0,8359,2461,2441,20,13761,4666.0,9095.0
hacking,37678,marcan42,false,false,111,111,0,16175,1600,1635,-35,29714,4842.0,24872.0
hacking,18961,secbydefault,false,false,4,4,0,7539,3777,3244,-44,23721,9544.0,14177.0
hacking,18952,ninjanetworks,false,false,0,0,0,2300,37,37,0,255,82.0,173.0
hacking,18981,CiscoSecurity,false,false,760,760,0,84961,6633,1400,1800,13374,5924.0,7450.0
hacking,19728,EFF,false,false,359,359,0,74638,2890,3004,-114,123973,86252.0,37721.0
hacking,18965,dave_rel1k,false,false,1058,1058,0,8088,7819,3216,-16,26798,2866.0,23932.0
hacking,18953,VUPEN,false,false,0,0,0,7894,625,635,-10,7089,5242.0,1847.0
hacking,18950,BlackHatHQ,false,false,3,3,0,2800,370,451,-81,569,289.0,280.0
hacking,35263,thedarktangent,false,false,265,265,0,10146,2359,2515,-156,102964,2415.0,100549.0
hacking,35265,dakami,false,false,245,245,0,14196,18838,3221,-21,147117,2386.0,144731.0
hacking,19002,AnonymousLeaks,false,false,0,0,0,37962,71,70,1,1858,1244.0,614.0
hacking,18970,torproject,false,false,974,974,0,22370,1019,1072,-53,16066,13459.0,2607.0
hacking,18956,r0bertmart1nez,false,false,1132,1132,0,4452,17036,3244,-44,12982,4607.0,8375.0
hacking,35289,instructables,false,false,2799,2799,0,18172,7550,2598,602,2975,230.0,2745.0
hacking,35273,carnal0wnage,false,false,1491,1491,0,8077,6793,3210,-10,83939,2852.0,81087.0
hacking,35280,SpiderLabs,false,false,89,89,0,15418,2661,2892,-231,12014,2526.0,9488.0
hacking,19008,hackernewsbot,false,false,0,0,0,17763,21552,3237,-37,27814,26013.0,1801.0
hacking,19004,kpoulsen,false,false,271,271,0,10097,1536,1548,-12,37424,3050.0,34374.0
hacking,35266,attritionorg,false,false,323,323,0,6162,12071,3178,22,17529,2400.0,15129.0
hacking,18966,sans_isc,false,false,20,20,0,15283,3382,3110,90,23917,8009.0,15908.0
hacking,18978,chemaalonso,false,false,559,559,0,10953,6995,3221,-21,16447,1819.0,14628.0
hacking,18864,6,false,false,528,528,0,5747,6228,3187,13,63620,948.0,62672.0
hacking,18982,beist,false,false,178,178,0,1738,2067,2160,-93,6618,206.0,6412.0
hacking,19014,disinfodesk,false,false,435,435,0,812,253,253,0,88,73.0,15.0
hacking,35269,0xcharlie,false,false,94,94,0,22470,3873,3222,-22,48358,6923.0,41435.0
hacking,35271,daveaitel,false,false,254,254,0,6354,9124,2366,834,158810,516.0,158294.0
hacking,35286,hopenumber9,false,false,34,34,0,1835,204,274,-70,908,543.0,365.0
hacking,35272,securitytwits,false,false,880,880,0,14853,3225,3221,-21,2195,780.0,1415.0
hacking,35276,sparklelabs,false,false,1167,1167,0,1959,843,851,-8,2526,160.0,2366.0
hacking,18990,dinodaizovi,false,false,287,287,0,10054,6058,3187,13,107886,3740.0,104146.0
hacking,38226,anonops,false,false,57,57,0,302415,2357,2350,7,249797,25648.0,224149.0
hacking,35278,hackerzvoice,false,false,288,288,0,2894,1769,1762,7,12912,2008.0,10904.0
hacking,18974,elhackernet,false,false,68,68,0,6831,7267,3207,-7,12559,11256.0,1303.0
hacking,35298,makerfaire,false,false,379,379,0,12479,2088,800,1288,1721,514.0,1207.0
hacking,18986,DragonJAR,false,false,770,770,0,8757,13164,3235,-35,29840,5044.0,24796.0
hacking,18987,dugsong,false,false,699,699,0,3642,1504,1530,-26,29349,603.0,28746.0
hacking,35281,ihackcharities,false,false,17,17,0,1793,339,345,-6,558,430.0,128.0
hacking,35274,arduinoteam,false,false,14,14,0,20548,694,731,-37,3065,983.0,2082.0
hacking,35282,ihacked,false,false,2,2,0,1630,110,108,2,39,32.0,7.0
hacking,18984,samuraiblanco,false,false,318,318,0,1378,13647,3231,-31,29887,564.0,29323.0
hacking,18995,mikko,false,false,496,496,0,27009,11829,3193,7,146326,28602.0,117724.0
hacking,18983,SeguInfo,false,false,5,5,0,5765,4747,3235,-35,13181,10235.0,2946.0
hacking,35291,malc0de,false,false,433,433,0,3623,1239,1238,1,12400,850.0,11550.0
hacking,18980,xorlgr,false,false,448,448,0,2182,3535,1396,1804,855339,255.0,855084.0
hacking,35299,har2009,false,false,1404,1404,0,1436,158,156,2,89,60.0,29.0
hacking,35295,attackresearch,false,false,243,243,0,5630,518,531,-13,19231,835.0,18396.0
hacking,18977,JoseSelvi,false,false,208,208,0,1304,1471,1525,-54,1830,1356.0,474.0
hacking,19003,jonoberheide,false,false,217,217,0,3776,1895,1902,-7,5414,1836.0,3578.0
hacking,18976,hecky,false,false,320,320,0,1197,8575,3739,-539,278623,515.0,278108.0
hacking,18975,Blackploit,false,false,430,430,0,914,215,232,-17,247,222.0,25.0
hacking,18865,ethicalhack3r,false,false,553,553,0,7581,10329,3206,-6,4450,3317.0,1133.0
hacking,18967,whitehatsec,false,false,591,591,0,2079,1574,1697,-123,1517,445.0,1072.0
hacking,18859,pauldotcom,false,false,5715,5715,0,11112,4645,3245,-45,4694,4096.0,598.0
hacking,19009,0ph3lia,true,false,581,0,581,3489,11988,0,3200,0,0.0,0.0
hacking,18863,e_hacking,false,false,3439,3376,63,8697,17494,3196,4,1845,1604.0,241.0
hacking,35283,HITBSecConf,false,false,2002,2002,0,1635,1618,2200,-582,13279,3074.0,10205.0
hacking,35302,eth0_news,false,false,298,298,0,394,105,108,-3,220,122.0,98.0
hacking,39371,anonymouSabu,false,false,106,106,0,43672,9648,3113,87,80433,14476.0,65957.0
hacking,35372,AnonyOps,false,false,692,692,0,165415,15454,3233,-33,236224,77173.0,159051.0
hacking,39372,reversemode,false,false,486,486,0,4730,8844,3184,16,58793,5609.0,53184.0
hacking,39384,ethicalhacker,false,false,73,73,0,5143,426,425,1,1565,503.0,1062.0
hacking,39374,shmoocon,false,false,18,18,0,5121,145,144,1,1181,896.0,285.0
hacking,19021,Securityartwork,false,false,267,267,0,2295,3015,3235,-220,27803,2397.0,25406.0
hacking,39376,hackinthebox,false,false,4,4,0,7307,8219,3232,-32,12069,1405.0,10664.0
hacking,18955,egyp7,false,false,418,418,0,5824,1931,2158,-227,56785,1652.0,55133.0
hacking,39378,alexsotirov,false,false,151,151,0,7069,1752,1750,2,8944,1686.0,7258.0
hacking,39379,ihackstuff,false,false,23,23,0,11885,413,413,0,899,777.0,122.0
realitytv,34657,KhloeKardashian,false,false,227,228,-1,6537875,28630,3389,-189,689264,115588.0,573676.0
realitytv,6711,KimKardashian,false,false,172,172,0,13987553,10725,3313,-113,1797932,239411.0,1558521.0
realitytv,35787,RobKardashian,false,false,0,0,0,2982051,83,59,24,41068,1997.0,39071.0
realitytv,35799,BravoAndy,false,false,194,194,0,685389,16805,3213,-13,34169,12954.0,21215.0
realitytv,6744,KendraWilkinson,false,false,143,143,0,1796249,3072,3229,-157,101188,47534.0,53654.0
realitytv,21457,KourtneyKardash,false,false,56,56,0,5742446,4374,3271,-71,961669,179882.0,781787.0
realitytv,22390,LaurenConrad,false,false,75,75,0,2518131,1867,2012,-145,194039,60095.0,133944.0
realitytv,35790,NeNeLeakes,false,false,378,379,-1,680729,6544,3244,-44,182082,68773.0,113309.0
realitytv,35788,snooki,false,false,194,194,0,4818152,8576,3213,-13,897817,178191.0,719626.0
realitytv,35789,JENNIWOWW,false,false,169,169,0,2618822,4319,3225,-25,217770,82039.0,135731.0
realitytv,35653,AudrinaPatridge,false,false,240,240,0,1955882,4039,3207,-7,214314,29734.0,184580.0
realitytv,35792,Kimzolciak,false,false,412,412,0,365818,17461,3227,-27,27963,17587.0,10376.0
realitytv,10385,heidimontag,false,false,32,32,0,1336912,6197,3126,74,81939,33935.0,48004.0
realitytv,35791,DJPaulyD,false,false,7065,7065,0,3547842,8600,3180,20,496986,89187.0,407799.0
realitytv,4845,KrisJenner,false,false,190,190,0,1939617,2584,3131,-547,601279,55268.0,546011.0
realitytv,28038,Bethenny,false,false,56,56,0,841852,7969,3574,-374,77165,32348.0,44817.0
realitytv,35823,BrodyJenner,false,false,92,92,0,1306980,2351,2466,-115,136293,40594.0,95699.0
realitytv,33783,Kandi,false,false,1752,1752,0,639502,22807,3243,-43,55606,24044.0,31562.0
realitytv,35794,LoBosworth,false,false,80,80,0,726914,3085,3194,-109,137342,40715.0,96627.0
realitytv,35796,VINNYGUADAGNINO,false,false,195,195,0,2892688,4774,3191,9,2134600,156168.0,1978432.0
realitytv,4745,Teresa_Giudice,false,false,6645,6645,0,424551,8326,3182,18,51898,16006.0,35892.0
realitytv,35800,whitneyEVEport,false,false,288,288,0,849550,6202,3192,8,62793,26617.0,36176.0
realitytv,35798,ItsTheSituation,false,false,947,947,0,1279210,10791,3302,-102,51478,22511.0,28967.0
realitytv,35815,dinamanzo,false,false,248,248,0,218078,15641,1198,2002,37533,1852.0,35681.0
realitytv,35828,hollymadison,false,false,125,125,0,1092687,18364,3219,-19,28828,14508.0,14320.0
realitytv,35814,IamSheree,false,false,69,69,0,220829,8995,3191,9,49857,7416.0,42441.0
realitytv,35795,MTVsammi,false,false,164,164,0,1465806,4573,3179,21,557272,18499.0,538773.0
realitytv,21451,tyrabanks,false,false,798,798,0,5705643,2241,2348,-107,202376,70391.0,131985.0
realitytv,21443,nicolerichie,false,false,7487,7486,1,3047257,2997,3092,-95,321407,60042.0,261365.0
realitytv,21472,kathygriffin,false,false,0,0,0,1385560,2947,3139,-192,175720,68814.0,106906.0
realitytv,38085,EvelynLozada,false,false,582,582,0,926533,37427,3236,-36,110661,43860.0,66801.0
realitytv,38087,KyleRichards18,false,false,176,176,0,415619,14548,3206,-6,76936,8457.0,68479.0
realitytv,35810,KristinCav,false,false,58,58,0,816454,2240,2307,-67,78517,28276.0,50241.0
realitytv,4844,GiulianaRancic,false,false,341,341,0,2585527,5341,3235,-35,276022,52984.0,223038.0
realitytv,38086,TamraBarney,false,false,167,167,0,242198,4688,3590,-390,69565,3768.0,65797.0
realitytv,22393,stephaniepratt,false,false,137,137,0,606102,7452,3204,-4,23353,2230.0,21123.0
realitytv,35820,jeffschroeder23,false,false,97,97,0,96521,2047,2094,-47,9059,5292.0,3767.0
realitytv,35833,VH1sPocahontas,false,false,1115,1115,0,9013,6049,3215,-15,2009,169.0,1840.0
realitytv,35803,chrisbharrison,false,false,167,167,0,131946,5043,3202,-2,73517,13165.0,60352.0
realitytv,35802,RaganFox,false,false,69,69,0,31296,5356,3226,-26,144103,1842.0,142261.0
realitytv,1091,PaulaAbdul,false,false,2193,2193,0,2291479,12283,3911,-711,112048,177292.0,-65244.0
realitytv,38088,CarolineManzo,false,false,264,264,0,385631,13154,3175,25,149074,16524.0,132550.0
realitytv,5481,tristasutter,false,false,349,349,0,77829,21865,3213,-13,7798,1559.0,6239.0
realitytv,35801,DeAnnaPappas,false,false,256,256,0,44622,10951,3230,-30,275857,1184.0,274673.0
realitytv,35824,missnatalienunn,false,false,1490,1490,0,262695,49534,3169,31,23806,14082.0,9724.0
realitytv,35837,KamilleLeai,false,false,1414,1414,0,72511,72352,3399,-199,88567,2723.0,85844.0
realitytv,21438,ParisHilton,false,false,3538,3540,-2,6640296,10842,3247,-47,592869,187343.0,405526.0
realitytv,35793,BostonRob,false,false,22,22,0,66389,626,623,3,5858,4465.0,1393.0
realitytv,35797,HeadOfHOFFhold,false,false,100,100,0,19390,6088,3235,-35,92506,927.0,91579.0
realitytv,35825,BBJordanLloyd,false,false,61,61,0,77118,1423,1458,-35,2067,1621.0,446.0
realitytv,35838,jillianharris,false,false,889,889,0,88266,13257,3193,7,37798,3894.0,33904.0
realitytv,38091,GretchenRossi,false,false,845,845,0,242481,10158,4683,-1483,10923,3490.0,7433.0
realitytv,38090,Adrienne_Bailon,false,false,230,230,0,375968,9314,3223,-23,739389,40050.0,699339.0
realitytv,10389,torianddean,false,false,393,393,0,669354,7046,3234,-34,34365,16868.0,17497.0
realitytv,38089,Bridget,false,false,87,87,0,411522,7284,3200,0,5881,1350.0,4531.0
realitytv,35812,SimonCowell,false,false,35,36,-1,1993078,127,170,-43,234186,14460.0,219726.0
realitytv,22412,BigBrotherDish,false,false,1844,1844,0,21007,12060,3198,2,6591,5245.0,1346.0
realitytv,33589,JacLaurita,false,false,442,442,0,363658,7058,3209,-9,34633,19602.0,15031.0
realitytv,38092,KendallJenner,false,false,141,141,0,2851345,1877,2107,-230,853451,92682.0,760769.0
realitytv,35822,DanGheesling,false,false,200,200,0,7730,2872,3208,-336,11667,1068.0,10599.0
realitytv,22477,HamsterDame,false,false,603,603,0,2338,14016,3229,-29,131917,218.0,131699.0
realitytv,38093,CocktailJoJo,false,false,440,440,0,46262,16013,3183,17,157070,375.0,156695.0
realitytv,38094,ConnieChris,false,false,538,538,0,20254,46230,3272,-72,344422,1548.0,342874.0
realitytv,6698,MelissaRycroft,false,false,25,25,0,85284,3966,3201,-1,14694,4015.0,10679.0
realitytv,35835,Candy_Richards,false,false,1815,1815,0,56397,131398,3192,8,40900,2556.0,38344.0
realitytv,22404,MsPastorino,true,false,328,0,328,12977,16357,0,3200,0,0.0,0.0
realitytv,35816,TheMarkLong,false,false,243,243,0,58536,17687,3206,-6,9558,3174.0,6384.0
realitytv,35819,JeffProbst,false,false,51,51,0,199647,4406,3227,-27,16698,13408.0,3290.0
realitytv,38095,Jillzarin,false,false,120,120,0,485509,10740,3169,31,9984,3898.0,6086.0
realitytv,38096,iamjennifer,false,false,337,337,0,493176,31483,3226,-26,42607,17303.0,25304.0
realitytv,35831,JazMTV,false,false,258,258,0,17060,8431,3173,27,95139,1221.0,93918.0
realitytv,38097,LisaVanderpump,false,false,18,18,0,289004,2129,2220,-91,20366,8739.0,11627.0
realitytv,35836,AllisonCeglio,false,false,26129,34808,-8679,32211,42373,3148,52,102695,332.0,102363.0
realitytv,38098,AdrienneMaloof,false,false,1416,1416,0,283133,4703,3196,4,64949,14574.0,50375.0
realitytv,35804,VH1,false,false,4316,4316,0,551290,17740,3199,1,98665,38639.0,60026.0
realitytv,38099,BillRancic,false,false,407,407,0,240089,1772,1876,-104,100193,16306.0,83887.0
realitytv,35817,OfficialKimora,false,false,1078,1078,0,1052049,36131,3227,-27,140586,38638.0,101948.0
realitytv,38100,JLJeffLewis,false,false,4,4,0,126721,223,232,-9,6987,4442.0,2545.0
realitytv,35821,danidONAT0,false,false,166,166,0,28371,4169,3209,-9,37786,1816.0,35970.0
realitytv,35805,BigBrotherLeak,false,false,82,82,0,77324,8576,3218,-18,35708,22430.0,13278.0
realitytv,35827,EvelDick,false,false,320,320,0,68988,15459,3207,-7,65937,2069.0,63868.0
realitytv,38101,KennySantucci,false,false,634,634,0,79994,5168,3184,16,28145,2829.0,25316.0
realitytv,35826,dannygokey,false,false,215,215,0,141406,1709,1823,-114,66447,32630.0,33817.0
realitytv,38102,vgunvalson,false,false,860,860,0,144635,2430,2591,-161,97377,4372.0,93005.0
realitytv,22428,eorlins,false,false,822,822,0,7907,17237,3206,-6,59223,1488.0,57735.0
realitytv,35829,CBSBigBrother,false,false,48,48,0,128092,1252,1254,-2,14934,7632.0,7302.0
realitytv,38103,mccordalex,false,false,121291,130122,-8831,140864,9582,3223,-23,4004,2743.0,1261.0
realitytv,35818,DerekRW22,false,false,224,224,0,10728,10973,3211,-11,778,453.0,325.0
realitytv,35830,IamThunderKat,false,false,850,850,0,4104,11064,2996,204,79148,501.0,78647.0
realitytv,39395,AubreyODay,false,false,2766,2766,0,447288,17645,3887,-687,213915,47921.0,165994.0
realitytv,35834,BunimMurray,false,false,453,453,0,21324,5123,2983,217,69209,2599.0,66610.0
realitytv,35832,Vh1sClarence,false,false,482,482,0,2626,31253,1993,1207,35633,128.0,35505.0
realitytv,39396,ShaunieONeal,false,false,348,349,-1,501985,14970,3201,-1,57651,18280.0,39371.0
realitytv,39397,ramonasinger,false,false,433,433,0,197294,6836,3478,-278,7332,4198.0,3134.0
realitytv,39398,Roycelr,false,false,376,376,0,438934,41381,3226,-26,53568,14429.0,39139.0
realitytv,39488,ElleNavarro,false,false,389,389,0,24523,15495,3209,-9,35271,468.0,34803.0
realitytv,35839,vh1Feisty,false,false,155,155,0,11175,4651,3196,4,14125,466.0,13659.0
realitytv,35840,TheRealHoopz,false,false,79,79,0,39074,1783,1836,-53,15088,1197.0,13891.0
realitytv,39400,VH1CHANCE,false,false,1110,1108,2,24797,4368,3189,11,5698,247.0,5451.0
realitytv,33799,TinyMajorMama,false,false,389,389,0,601739,4821,3207,-7,105450,21114.0,84336.0
realitytv,22405,Tara_Costa,false,false,165,165,0,24914,6424,3247,-47,19128,1900.0,17228.0
ruby,9684,dhh,false,false,134,134,0,55269,6639,3552,-352,107333,28662.0,78671.0
ruby,13516,wycats,false,false,321,321,0,17005,9443,3467,-267,23642,4264.0,19378.0
ruby,45,rbates,false,false,356,356,0,14942,9112,3209,-9,11854,3467.0,8387.0
ruby,13517,defunkt,false,false,5815,5815,0,15555,10530,3313,-113,39207,6729.0,32478.0
ruby,6523,chadfowler,false,false,210,210,0,331901,18602,3198,2,18198,1273.0,16925.0
ruby,13518,igrigorik,false,false,638,638,0,9743,8068,3187,13,41096,13159.0,27937.0
ruby,13519,drnic,false,false,404,404,0,7564,11143,3221,-21,191485,1256.0,190229.0
ruby,13520,obie,false,false,269,269,0,7267,8200,3202,-2,131575,2134.0,129441.0
ruby,13521,topfunky,false,false,2109,2109,0,8026,2623,2666,-43,3917,2184.0,1733.0
ruby,13522,greggpollack,false,false,242,242,0,6915,3479,3242,-42,3142,2182.0,960.0
ruby,13523,rails,false,false,20,20,0,25663,200,218,-18,7835,4006.0,3829.0
