Project,Community,Person_ID,Place_on_list,FF_bin_deg,FF_bin_in_deg,FF_bin_out_deg,FF_vol_in,FF_vol_out,FF_bin_close,FF_bin_page,FF_rec,AT_bin_deg,AT_bin_in_deg,AT_bin_out_deg,AT_bin_close,AT_bin_page,AT_rec,AT_avg,AT_vol_in,AT_vol_out,RT_bin_deg_in,RT_bin_deg_out,RT_vol_in,RT_vol_out,RT_global_vol_in,RT_global_vol_out
584,anime,Crunchyroll,10,0.666666666667,0.343434343434,0.323232323232,34.0,32.0,0.575581395349,0.0117538883379,0.375,0.389473684211,0.347368421053,0.0421052631579,0.33914924297,0.0306553459205,0.121212121212,11.4054054054,0.186046511628,0.0232558139535,412.0,10.0,62.0,2.0,68.0,2.0
584,anime,otakureview,58,0.929292929293,0.40404040404,0.525252525253,40.0,52.0,0.668918918919,0.0108854799516,0.508196721311,0.494736842105,0.168421052632,0.326315789474,0.495157894737,0.00382413033546,0.305555555556,5.59574468085,0.151162790698,0.220930232558,88.0,175.0,13.0,39.0,14.0,42.0
584,anime,comic_natalie,72,0.0606060606061,0.0606060606061,0.0,6.0,0,0.0,0.00446374627608,0.0,0.0105263157895,0.0105263157895,0.0,0.0,0.00197536720542,0.0,1.0,0.0116279069767,0.0,1.0,0,1.0,0,5.0,0
584,anime,animefigures,18,0.424242424242,0.212121212121,0.212121212121,21.0,21.0,0.543956043956,0.006801377189,1.0,0.105263157895,0.0631578947368,0.0421052631579,0.306916050457,0.00208369506359,0.0,1.4,0.0116279069767,0.0,10.0,4.0,1.0,0,1.0,0
584,anime,sankakucomplex,28,0.141414141414,0.141414141414,0.0,14.0,0,0.0,0.00477099558072,0.0,0.0421052631579,0.0421052631579,0.0,0.0,0.00200893273067,0.0,1.0,0.0232558139535,0.0,4.0,0,10.0,0,10.0,0
584,anime,mangauniversity,64,0.252525252525,0.191919191919,0.0606060606061,19.0,6.0,0.473684210526,0.0062680009726,0.190476190476,0.178947368421,0.0526315789474,0.126315789474,0.384837742023,0.00338359397186,0.214285714286,6.82352941176,0.046511627907,0.0,8.0,108.0,13.0,0,13.0,0
584,anime,TOKYOPOP,9,0.79797979798,0.434343434343,0.363636363636,43.0,36.0,0.6,0.0161804177874,0.519230769231,0.442105263158,0.178947368421,0.263157894737,0.470086608927,0.00671154632404,0.448275862069,3.57142857143,0.139534883721,0.0581395348837,71.0,79.0,53.0,6.0,55.0,10.0
584,anime,debaoki,30,1.17171717172,0.535353535354,0.636363636364,53.0,63.0,0.717391304348,0.0170725416976,0.68115942029,0.663157894737,0.452631578947,0.210526315789,0.419625334523,0.0553879334068,0.431818181818,18.0952380952,0.093023255814,0.5,849.0,291.0,52.0,326.0,53.0,687.0
584,anime,mangacom,66,0.282828282828,0.212121212121,0.0707070707071,21.0,7.0,0.471428571429,0.00675246907878,0.272727272727,0.0315789473684,0.0315789473684,0.0,0.0,0.00219604583003,0.0,1.0,0.046511627907,0.0,3.0,0,4.0,0,4.0,0
584,anime,Japanator,31,0.828282828283,0.454545454545,0.373737373737,45.0,37.0,0.603658536585,0.0153673411312,0.518518518519,0.242105263158,0.147368421053,0.0947368421053,0.403661327231,0.00366411982728,0.0952380952381,2.78260869565,0.151162790698,0.0581395348837,44.0,20.0,25.0,7.0,28.0,8.0
584,anime,SHADOWORZA0,95,0.373737373737,0.171717171717,0.20202020202,17.0,20.0,0.540983606557,0.00538055976891,0.681818181818,0.0947368421053,0.0631578947368,0.0315789473684,0.314719000892,0.00212947028382,0.125,3.0,0.0116279069767,0.0348837209302,12.0,15.0,1.0,70.0,1.0,136.0
584,anime,Anime,6,0.363636363636,0.323232323232,0.040404040404,32.0,4.0,0.415966386555,0.0281717279351,0.0909090909091,0.189473684211,0.189473684211,0.0,0.0,0.00585646043233,0.0,2.83333333333,0.186046511628,0.0348837209302,51.0,0,79.0,21.0,89.0,21.0
584,anime,Otakon,67,0.393939393939,0.30303030303,0.0909090909091,30.0,9.0,0.466981132075,0.0117132171403,0.147058823529,0.294736842105,0.189473684211,0.105263157895,0.403661327231,0.0105344995192,0.333333333333,4.03571428571,0.104651162791,0.0813953488372,93.0,20.0,68.0,15.0,68.0,15.0
584,anime,AngelTouchPlus,93,0.0505050505051,0.020202020202,0.030303030303,2.0,3.0,0.030303030303,0.00303609481456,0.25,0.0421052631579,0.0315789473684,0.0105263157895,0.0140350877193,0.0182211187887,0.333333333333,67.75,0.0116279069767,0.0232558139535,150.0,121.0,1.0,19.0,1.0,21.0
584,anime,SentaiFilmworks,37,0.414141414141,0.272727272727,0.141414141414,27.0,14.0,0.51832460733,0.00866336527246,0.28125,0.210526315789,0.105263157895,0.105263157895,0.405867126833,0.00296439661363,0.538461538462,4.05,0.0697674418605,0.0,59.0,22.0,10.0,0,10.0,0
584,anime,dannychoo,2,0.373737373737,0.343434343434,0.030303030303,34.0,3.0,0.44,0.010709563007,0.0882352941176,0.168421052632,0.136842105263,0.0315789473684,0.278178592549,0.0123960758493,0.0666666666667,5.75,0.104651162791,0.0116279069767,83.0,9.0,14.0,1.0,18.0,3.0
584,anime,Emiryun,92,0.030303030303,0.030303030303,0.0,3.0,0,0.0,0.00485264341231,0.0,0.0,0.0,0.0,0.0,0.00187630934898,0,0,0.0116279069767,0.0,0,0,8.0,0,8.0,0
584,anime,Anime3000,24,0.838383838384,0.444444444444,0.393939393939,44.0,39.0,0.614906832298,0.0133944940949,0.69387755102,0.526315789474,0.115789473684,0.410526315789,0.550175438596,0.00322013594291,0.190476190476,11.24,0.186046511628,0.046511627907,36.0,526.0,99.0,5.0,99.0,5.0
584,anime,Auraoo,78,0.515151515152,0.121212121212,0.393939393939,12.0,39.0,0.6,0.00422137335689,0.243902439024,0.2,0.0315789473684,0.168421052632,0.43182374541,0.00415812202335,0.0,2.47368421053,0.0232558139535,0.0116279069767,5.0,42.0,2.0,1.0,2.0,4.0
584,anime,Otaku_USA,29,0.727272727273,0.373737373737,0.353535353535,37.0,35.0,0.596385542169,0.0119072527108,0.636363636364,0.136842105263,0.0526315789474,0.0842105263158,0.390914127424,0.0023683520103,0.0833333333333,2.76923076923,0.162790697674,0.0348837209302,10.0,26.0,38.0,6.0,40.0,6.0
