Person ID,Person Name,Private?,Statuses Count,Number of Tweets,Number of Retweets,Retweet Count,Friends Count,Friends_IDS,Followers Count
181,yogadork,false,12409,3195,2476,40588,5421,5421,16830
171,YogaNews,false,204,202,3019,41228,1675,1675,28724
228,CoraYoga,false,19266,3190,4462,46365,3332,3332,7050
169,Virtual_Yoga,false,15076,3195,7872,209916,30301,0,29705
174,Gaiam,false,6197,3193,12129,215364,3307,3307,21637
194,yogarevelation,false,1204,1197,12691,216590,6247,6247,6970
207,MyYogaOnline,false,5299,3195,14220,220753,13522,0,25354
218,IntegralYogaMag,false,5823,3189,18427,240065,306,306,10365
256,Yoga_Journal,false,1380,1383,25470,249298,148,148,74829
215,LAYOGAMAGAZINE,false,3522,3191,27541,288901,4784,4784,10181
206,BobWeisenberg,false,7798,3198,28711,290893,13704,0,14716
257,YogaBear,false,3971,3197,29914,292828,1234,1234,10036
259,YogaUpdates,false,1889,1889,30343,293313,20789,0,24056
180,TaraStiles,false,8949,3192,33523,317611,1079,1079,19824
196,YogaDirect,false,2030,2025,33641,318236,2114,2114,7010
260,yogaweb,false,15660,3199,34045,318725,24031,0,26176
197,yogafinds,false,169,169,34059,318741,1284,1284,7469
248,YogaTag,false,947,945,34102,318803,1625,1625,4049
258,FlyingYogini,false,30912,3199,34390,360867,1234,1234,3879
222,MandukaYoga,false,3594,3197,37589,364755,1660,1660,10684
211,IntegralHack,false,5284,3191,37719,366752,4826,4826,5409
243,yogasanctuary,false,6152,3195,38057,372020,1419,1419,4484
261,whollyyoga,false,12142,3202,38356,388243,687,687,3507
265,everythingyoga,false,519,521,39753,389896,10476,0,14538
202,lotuspad,false,9375,3200,40228,416270,4902,4902,6194
263,anusarafriend,false,1768,1766,43559,421517,147,147,15203
262,innerspaceyoga,false,13379,3195,43675,485454,1914,1914,2468
231,unitedyogis,false,15690,3200,43857,485642,3106,3106,4017
172,skyyogastudio,false,4470,3194,44069,486233,10346,0,18477
270,elephantjournal,false,32420,3200,49228,491973,20458,0,50548
242,Yoga_Hive,false,9494,3200,49528,492308,298,298,3583
264,KripaluCenter,false,917,921,50786,493869,2850,2850,9017
237,bendyoga,false,695,695,50788,493876,757,757,4231
266,yogadeals,false,6138,3207,51279,521358,1815,1815,3657
267,YogaMamaUK,false,16872,3202,51501,686494,505,505,2533
268,shareyoga,false,1307,1305,51645,690367,1007,1007,2792
221,stillyoga,false,452,456,51778,690613,1303,1303,5509
271,YogaVibes,false,2341,2349,53109,694040,1173,1173,3630
272,rodney_yee,false,904,909,54539,716447,345,345,8853
276,yogoer,false,1856,1861,54795,717829,416,416,2289
275,OMyoga,false,1148,1139,55122,731582,93,93,9057
273,premapadma,false,7300,3193,55266,853292,501,501,2743
280,lululemon,false,28256,3200,60126,861126,111708,0,200036
274,jennyonthelam,false,15740,3199,60217,936404,259,259,1261
269,MitziConnell,false,24684,3195,60867,960286,5117,5117,4668
253,FlorianYoga,false,4886,3198,60933,960383,1452,1452,3348
183,CoreConnecting,false,7863,3193,61386,1030366,8080,8080,8993
278,faithhunteryoga,false,1368,1385,61795,1046751,940,940,4475
279,kathrynbudig,false,3963,3200,65323,1072919,590,590,11366
283,YJEVENTS,false,635,635,65715,1073544,207,207,9940
281,YoGeek,false,12420,3201,65948,1094028,1328,1328,2992
277,ShivaRea,false,247,249,66190,1094301,6020,6020,8280
282,YogaGlo,false,5521,3200,67160,1095395,1206,1206,9384
189,ViriamKaur,false,11520,3194,67462,1131318,7963,7963,7684
285,Rock_My_Soles,false,9107,3202,67525,1132577,2542,2542,2312
287,yisforyogini,false,7341,3200,68939,1138176,483,483,2926
288,ashdyogi,false,28889,3196,68968,1210917,499,499,1302
286,holisticyogini,false,1262,1263,69067,1214381,2153,2153,3441
284,DonnaKFreeman,false,6725,3205,69580,1219201,3664,3664,3604
290,davekennedy,false,5250,3199,69878,1224295,219,219,1770
223,YYoga,false,2306,2300,71258,1226891,4729,4729,7146
289,jodim,false,9117,3200,71348,1227218,1143,1143,1967
224,PureYogaHK,false,3638,3200,71508,1227437,2475,2475,5365
219,lucyactivewear,false,691,688,71731,1227776,803,803,7052
294,YogaGuide,false,1,1,71732,1227777,7,7,20889
291,yoga_peace,false,567,565,71904,1227994,788,788,10225
296,lkaminoff,false,1460,1469,72171,1230508,377,377,2480
293,BaptisteYoga,false,575,570,74888,1233920,626,626,7547
292,CorePowerYoga,false,1565,1579,75381,1234636,2332,2332,19272
297,WellnessYogini,false,4807,3200,75661,1239961,1268,1268,2225
295,snowflakeyoga,false,3746,3190,75854,1255708,2684,2684,2473
298,yogabrooks,false,3779,3200,76103,1372798,2189,2189,2210
200,SwSatchidananda,false,1345,1346,94562,1396911,2,2,12059
300,ayogist,false,16306,3200,94929,1432746,1629,1629,3391
299,YI_Mag,false,1355,1352,95802,1440452,1823,1823,7340
187,yogamomz,false,12043,0,95802,1440452,8077,8077,7209
302,dianecesa,false,2068,2064,95909,1440733,1367,1367,1950
301,Durgamaa,false,26201,3187,96760,1461441,1762,1762,2519
304,sadienardini,false,1784,1802,97419,1464028,151,151,6441
195,stephanieyogini,false,5446,3198,97620,1474997,6725,6725,6728
229,zenpeacekeeper,false,13384,3196,98655,1476245,1744,1744,5719
303,theyogapage,false,375,375,99007,1476681,1167,1167,3153
305,Urban_Zen,false,15958,3200,106956,1486442,399,399,16887
306,DailyCupofYoga,false,1363,1365,108107,1521238,608,608,9721
308,sevapuri,false,2125,2124,108385,1522843,299,299,1594
309,JudithYoga,false,454,455,109975,1531520,12,12,3692
188,YogaDelMar,false,700,700,110130,1531702,6550,6550,7920
307,MindandBodyYoga,false,535,534,110170,1531786,1826,1826,2815
208,lindsayyoga,false,7059,3200,110423,1532085,5196,5196,5283
234,kimvidya,false,3689,3159,111295,1557956,2670,2670,4773
312,spoiledyogi,false,3116,3111,111838,1576338,511,511,3202
310,IyengarYogaNC,false,497,497,112076,1576609,2653,2653,2502
313,Trikaya,false,2126,2125,112182,1591815,346,346,4103
311,YogaSutras,false,393,391,113181,1593712,2341,2341,7972
318,lasara_allen,false,6790,3193,113284,1594407,11670,0,11198
314,LDYoga,false,2571,2571,113347,1597929,1203,1203,1209
315,YOGANONYMOUS,false,7828,3201,114739,1600084,253,253,6645
317,drishtiyoga,false,576,572,114744,1600090,51,51,552
316,pumayoga,false,1729,1729,114763,1600150,397,397,2855
319,YogaforCynics,false,1703,1698,114878,1602381,2767,2768,2928
324,whistleryoga,false,446,450,114930,1602492,267,267,2019
329,kassemg,false,5666,3197,38405,82817,430,430,232622
327,CharlesTrippy,false,6619,3199,81731,163506,343,343,201055
322,ijustine,false,13855,3265,136146,263366,3898,3898,1389881
323,buckhollywood,false,51392,3190,147793,323869,1769,1769,616644
328,smosh,false,10611,3198,220640,447087,1056,1056,376058
320,YouTube,false,4993,3218,342735,838336,399,399,9899056
417,PhillyD,false,17642,3197,376407,936891,180,180,265180
415,shanedawson,false,9918,3200,491949,1193479,1152,1152,892289
416,shaycarl,false,9597,3195,522472,1305312,537,537,277232
419,RayWJ,false,10108,3186,610495,1712186,176726,0,866133
418,davedays,false,9458,3198,628598,1785889,877,877,196266
420,katilette,false,920,920,632939,1792936,242,242,119708
422,AlliTrippy,false,3079,3090,649404,1824664,232,232,125885
421,TheRealRyanHiga,false,12714,3197,690953,2055651,609,609,584101
332,vprincess,false,3819,3199,693603,2072720,246,246,52697
335,wheezywaiter,false,4339,3200,703181,2090664,328,328,60477
423,Lisa_Nova,false,2707,2708,705773,2382978,316,316,79503
424,MysteryGuitarM,false,4956,3198,757828,2471794,355,355,207607
331,wtcc,false,966,961,759739,2474312,72,72,60020
425,coollike,false,2920,2923,799601,2575619,133,133,377973
426,SmoshIan,false,10100,3196,865648,2720222,100,100,266016
339,hotforwords,false,8650,3199,871498,2745633,241,241,40548
351,petrilude,false,23951,3200,873360,2749552,388,388,32480
427,natalietran,false,2445,2446,890539,2791223,497,497,158286
337,xsparkage,false,30973,3200,892872,2794320,429,429,52917
352,tyleroakley,false,8948,3161,967552,3063882,240,240,47681
429,smoshanthony,false,12887,3199,1048137,3199398,86,86,278208
360,heynadine,false,3849,3198,1049791,3223257,464,464,23627
431,mmitchelldaviss,false,7252,3197,1084179,3291100,87,87,177084
430,TweetTheStation,false,996,996,1085981,3293775,180,180,35930
428,brittanitaylor,false,6820,3200,1100383,3321258,561,561,127823
376,supricky06,false,14523,3198,1104065,3364741,500,500,17815
393,jefftakeover,false,7272,3196,1104612,3381544,451,451,7087
432,meekakitty,false,12622,3197,1114450,3457339,147,147,92003
433,kevjumba,false,3949,3194,1158734,3608774,349,349,336737
347,MizzChievouz,false,12989,3198,1160354,3627364,135,135,41908
434,OlgaKay,false,12340,3197,1168621,3637465,852,852,70829
358,AdorianDeck,false,17704,3198,1170990,3720995,533,533,23677
392,AlanDistro,false,10831,3196,1173963,3788987,206,206,10101
436,chomikk,false,10758,3198,1190703,3862357,323,323,62082
435,realjohngreen,false,9714,3200,1221434,3962907,368,368,1182549
439,LucasCruikshank,false,2968,2995,1257751,4061617,184,184,288426
438,hankgreen,false,4646,3198,1282955,4112649,244,244,86222
440,smpfilms,false,8162,3196,1288555,4127380,152,152,41885
437,swiftkaratechop,false,21795,3189,1289867,4161844,513,513,50151
441,HiimRawn,false,8614,3199,1291358,4163818,517,517,25118
391,bobjenz,false,17339,3197,1291902,4206616,558,558,11450
442,Traphik,false,29087,3199,1316968,4264951,977,977,208717
443,juicystar007,false,9917,0,1316968,4264951,783,783,331258
383,mediocrefilms,false,4880,3200,1323811,4291408,4396,4396,16286
444,TobyTurner,false,5756,3195,1343514,4329250,588,588,191798
345,GregoryGorgeous,false,13407,3200,1354104,4346595,251,251,54762
389,DudeNdaEaseOnUp,false,11225,3105,1356621,4373942,102,102,7965
373,soundlyawake,false,41657,3198,1358011,4386143,395,395,16650
445,WhataDayDerek,false,8692,3199,1359205,4490448,537,537,20999
447,TayZonday,false,4210,3197,1361931,4501647,580,580,38220
451,boburnham,false,1805,1805,1380506,4625519,206,206,470887
449,LinzLuvs,false,15544,3200,1389495,4706883,339,339,33286
450,thewillofdc,false,24536,3185,1390917,4876777,320,320,13718
448,nalts,false,6747,3197,1392406,4891014,746,746,13415
446,RiceBunny,false,14408,3196,1410268,4969023,275,275,253328
452,makemebad35,false,9446,3200,1413624,4975933,251,251,67600
453,JoeNationTV,false,6846,3200,1417847,4981521,279,279,34838
378,JeepersMedia,false,4567,3192,1419745,5030159,433,433,11536
454,thefinebros,false,10077,3197,1426969,5040288,567,567,61812
365,emilynoel83,false,23413,3200,1427364,5040918,1276,1276,27699
325,Chad_Hurley,false,351,353,1428331,5044845,665,665,383538
388,meghantonjes,false,40682,3197,1429823,5065413,428,428,10804
341,SoldierKnowBest,false,7465,3200,1444509,5101553,270,270,51826
456,ellefowler,false,12167,3196,1457374,5136756,112,112,188850
457,HappySlip,false,3292,3200,1461464,5149109,189,189,71227
455,JonPaula,false,21929,3199,1463662,5151633,356,356,15107
380,macNC40,false,38648,3199,1464075,5160695,1159,1159,14550
459,thatzak,false,12619,3195,1466693,5169991,346,346,7315
460,KarenAlloy,false,24866,3198,1472123,5212043,406,406,34087
458,rhettmc,false,2177,2190,1478238,5227341,4212,4212,47477
461,linklamont,false,1592,1592,1480033,5230535,4542,4542,43313
463,DeniseVlogs,false,14788,3196,1480960,5232519,3944,3944,16545
462,TotallySketch,false,6012,3193,1485719,5242742,4633,4633,41764
464,YTgossip,false,322,320,1485747,5242813,138,138,3663
465,LittlePandaExpr,false,14819,3198,1485925,5279605,885,885,2394
359,SandyCoben,false,40447,2341,1495953,5299066,282,282,61474
467,otherijustine,false,5796,3200,1496743,5300054,146,146,55719
468,Wardere,false,20707,3184,1499998,5309429,253,253,3235
377,DavidDiFranco,false,38721,3194,1502641,5358709,112,112,14440
469,annoyingorange,false,1479,1483,1556271,5492293,53,53,258901
470,ATxB,false,12607,2919,1557486,5514563,123,123,3368
466,ChrisCrocker,false,36378,3138,1572661,5587931,4210,4210,162032
356,johnnysmooth,false,441,443,1572670,5587941,2910,2910,21313
364,cyr,false,12380,3200,1578077,5629571,395,395,28039
472,Alphacat,false,16679,3200,1582691,5651026,880,880,26633
473,angryaussie,false,13377,3199,1583622,5656606,594,594,3006
474,Samproof,false,14295,3200,1583924,5656942,567,567,7308
471,xbrookecorex,true,23311,0,1583924,5656942,95,0,5204
477,theophi1us,false,6902,3200,1584157,5686839,74,74,1152
475,mugglesam,false,825,800,1584429,5733069,1864,1864,8454
478,Slyth66,false,7169,1412,1584553,5733399,182,182,1196
479,DeStorm,false,12697,3164,1596087,5751091,155,155,95389
480,mallow610,false,28124,3199,1596659,5764010,425,425,2982
476,JulianSmithTV,false,1818,1816,1612715,5791920,34,34,95508
511,blueskies,false,10173,3198,1614642,5835943,254,254,4873
483,HautTotes,false,35785,3213,868,7025,34530,0,38607
482,SteampunkRings,false,1582,35,878,7038,27079,0,49542
494,isewcute,false,7549,3200,1302,18861,17391,0,17551
491,88Links,false,7484,3175,2367,26709,19392,0,20211
492,Classickeepsake,false,20895,3200,4710,29120,29733,0,27040
517,jessjamesjake,false,10287,3200,5384,29950,3428,3428,10921
510,elfinwear,false,14319,3184,5847,30646,10508,0,10498
513,crochetgal,false,43038,3200,6086,32976,8299,8299,8607
481,Rain_wheel,false,203,203,6193,33108,52874,0,52825
507,DeadpanAlley,false,4711,3188,6621,34931,10971,0,10932
581,Etsy,false,14915,3203,33804,72270,33207,0,1583700
528,Artdoodads,false,1780,1777,33818,72293,5230,5230,7172
579,littlereddoor,false,23673,3135,34413,88399,3612,3612,5270
549,TialeyVintage,false,21910,3200,34656,100045,4729,4729,6392
489,glorialynnglass,false,17606,1576,35035,100477,20052,0,19886
524,beachchicken,false,1812,1810,35111,100578,5971,5971,7212
539,Antiquebasket,false,51162,3249,36474,118782,5857,5857,6239
503,MySassyGlass,false,6763,3179,36945,125879,11846,0,12534
551,TJBdesigns,false,108140,3161,38606,128100,5757,5757,7244
545,BlazingLily,false,30149,3189,38869,254890,4276,4276,5824
578,dutchfeltart,false,53101,3176,40405,259570,9720,9720,10421
538,digitalteacup,false,11427,3218,41001,518267,6977,6977,6825
534,FirenSand,false,8306,3199,41153,518557,6212,6212,5796
535,etsy_love,false,180,180,41175,518590,381,381,10021
580,battysbath,false,8141,3202,41383,523167,5706,5706,6384
550,ImSoVintage,false,8887,3200,41641,523439,5316,5316,5481
542,daniellexo,false,7954,3200,42751,541676,2245,2245,8854
554,sunbasilgarden,false,10999,3199,43425,542574,6125,6125,5569
501,jenscloset,false,83342,3197,43919,583751,15598,0,16479
529,thefamilyjewels,false,10026,3200,44995,584931,7097,7097,6272
541,lilacpop,false,6358,3200,45176,585225,6347,6347,5747
582,monikadesign,false,28314,3199,45869,587147,4849,4849,5300
584,dingdong_,false,3745,3196,45929,594542,1525,1525,2969
586,zwzzy,false,10639,3195,46163,594794,919,919,4522
587,LMcreation,false,13684,3209,46775,819325,1817,1817,4227
583,absolutelysmall,false,8724,3200,47013,827986,3664,3664,4276
589,FrenchPressKnit,false,1674,1673,47124,828333,162,162,4494
585,loopdiloops,true,232,0,47124,828333,1292,0,2128
552,Noadi,false,32772,3202,47401,852952,6041,6041,5899
498,indiespotting,false,15094,3200,48292,854001,19281,0,18011
591,Lunatiger,false,2318,2321,48309,854022,1638,1638,2398
592,SmuTopiaJewelry,false,2323,2318,48480,854296,2205,2205,3534
590,TheGemGals,false,21882,3200,49080,854970,4631,4631,5270
594,DonidoDesigns,false,1910,1903,49219,855860,3295,3295,3068
593,kimscraftyapple,false,16538,3229,49371,856073,4225,4225,4053
531,NiftyKnits,false,14605,3197,49801,861348,5326,5326,6670
588,alibalijeweller,false,5127,3193,50282,862275,6925,6925,9431
596,nightowlcraft,false,7647,3200,50391,862737,1001,1001,1462
595,mysticpieces,false,11669,3167,50849,884826,3833,3833,6135
597,moonofglass,false,790,790,50850,884827,1227,1227,2342
598,PinkandWhite67,false,1264,1263,50897,884962,2798,2798,2762
599,ZipitZippers,false,935,938,50924,885471,2725,2725,2511
573,redpandajewelry,false,5003,3197,50974,885536,4376,4376,4400
600,lillyella,true,15971,0,50974,885536,713,0,2078
601,EdithBeee,false,6578,3200,51007,885678,1755,1755,2165
604,Needlings,false,5647,3200,51145,900623,1411,1411,2328
603,itsastitch,false,23921,3200,51414,901216,640,640,2383
602,kotibeth,false,14948,3199,51637,901615,3921,3921,3865
607,marianaypaula,false,28184,3200,51740,901722,3700,3700,3375
608,zomb_etsy,false,2807,2805,51800,902655,1718,1718,1774
605,VanessaMichelle,false,768,766,51806,903693,3279,3279,3291
609,littlemissmoon,false,587,586,51806,903694,998,998,2018
611,sageandgrace,false,218,215,51806,903694,647,647,1464
610,jessejanes,false,7435,3201,52008,904942,2720,2720,2563
612,Bluegrass_etsy,false,1112,1108,52034,905024,2432,2432,2812
613,thewovenwolf,false,18147,3197,52147,905335,439,439,2114
606,SurrendrDorothy,false,22290,3162,52553,928340,9389,9389,9488
619,hellcatvintage,false,4840,3198,52760,934890,285,285,1203
614,SouthPawStudios,false,6125,3201,52945,935092,2204,2204,2784
618,jedwardsdesigns,false,218,217,52950,935097,1645,1645,2659
615,mrsbaubles,false,3186,3188,53020,946892,2004,2004,1951
617,Shes_So_Crafty,false,1515,1509,53103,950959,2128,2128,2207
620,TotusMel,false,22771,3197,53439,974555,1318,1318,2592
616,stoopidgerl,false,18584,3200,53608,981370,2644,0,3459
622,ArtMind,false,9850,3202,53810,981740,202,202,2091
624,steamteam,false,1120,1120,54029,981985,71,71,4451
621,alexandrakeller,false,14677,3200,54182,982162,3482,3482,3417
530,Huayruro,false,5440,3197,54291,984257,4686,4686,6167
623,FloradoraInc,false,4835,3196,54476,989252,2160,2160,1977
576,moonangelnay,false,6893,3200,54587,989376,4454,4454,4185
625,bettybubble,false,5703,3200,54654,989487,2855,2855,2877
536,MadMaggieDesign,false,1502,1502,54684,990181,6653,6653,6471
520,htjewels,false,134,132,54684,990181,8255,8255,7237
634,glamasaurus,false,12083,3199,54905,1002063,12318,0,12330
630,ljlhdesigns,false,9052,3200,55007,1002174,1280,1280,1403
626,Lunestudio,false,704,700,55027,1002194,1894,1894,1666
627,RanaNeida,true,26631,0,55027,1002194,628,0,1454
629,glowingglass1,false,1235,1242,55068,1002282,2475,2475,2276
628,retrothreadz,false,8503,3191,55503,1009317,4853,4853,4820
631,CaraScrapNStamp,false,5084,3197,55696,1034662,2812,2812,2609
505,artistico,false,24051,3199,56136,1039700,14968,0,13541
633,modernemotive,false,23531,3200,56241,1111937,333,333,2730
632,kirevi8_etsy,false,5603,3186,56329,1187514,1982,1982,1573
635,lalesema,false,538,537,56400,1187677,1252,1252,1109
636,jmliss,false,10205,3199,56413,1195441,1770,1770,1344
637,AriaImages,false,1392,1399,56427,1195540,2217,2217,2128
640,plaidpony,false,2258,2254,56498,1195624,585,585,3811
639,PetitPoulailler,false,24021,3200,56756,1195911,3223,3223,4358
641,BellaOriginals,false,4851,3129,56877,1199825,3513,3513,3550
642,tinymeat,false,6313,3195,57019,1238081,2646,2646,2516
638,aquarianbath,false,13368,3195,57676,1248248,4234,4232,6215
644,TexDolly,false,3648,3181,13586,36634,124,124,383424
739,phil_hellmuth,false,2841,2865,22377,51853,13,13,115821
738,RealKidPoker,false,10861,3197,34396,121558,215,215,158787
740,philivey,false,224,224,34867,122184,19,19,95080
741,barrygreenstein,false,2245,2244,36774,124448,17,17,45775
657,Erik_Seidel,false,457,458,39515,135881,40,40,37887
742,howardhlederer,false,771,770,40335,138135,38,38,36093
743,themouthmatusow,false,4925,3197,44920,155984,174,174,53888
654,AnnieDuke,false,10840,3194,46591,178471,346,346,38144
667,Andy_Bloch,false,2591,2590,47251,179963,547,547,21129
652,WSOP,false,6120,3200,56439,191747,757,757,63224
643,joesebok,false,8391,3194,58292,289807,362,362,1021885
660,PokerNews,false,11491,3200,62382,296075,3894,3894,33742
744,REALJenHarman,false,1287,1286,63572,301082,183,183,36948
745,VanessaRousso,false,2296,2300,64965,305521,298,298,42338
747,TomDwan,false,818,814,67657,313593,34,34,70159
746,RealPhilLaak,false,917,915,68817,315107,857,857,46728
663,TheGrinder44,false,3419,3184,70901,321254,346,346,29765
668,dwpoker,false,8322,3200,72279,343386,69,69,25208
749,ToddBrunson,false,4371,3195,73991,347596,68,68,21725
666,BrokeLivingJRB,false,5271,3158,75980,385634,357,357,33423
748,Annette_15,false,1915,1915,76323,388372,418,418,25510
649,PokerStars,false,10002,2983,79687,394047,131,131,77001
750,MagicAntonio,false,1709,1714,81220,396043,77,77,94596
670,TheScottyNguyen,false,10307,3199,82134,397144,11745,0,24418
688,SavagePoker,false,12963,3199,83436,436442,835,835,18363
751,LuckBoxJuanda,false,650,647,84064,437340,52,52,23674
752,olegsmith,false,931,929,84449,437805,29,29,17174
753,JasonMercier,false,4559,3200,88399,454391,87,87,39017
675,bluffmagazine,false,5310,3200,94242,463462,370,370,19484
678,MariaHo,false,2370,2354,95217,482705,83,83,20202
755,EdogPoker,false,754,753,97690,597525,124,124,28314
756,Liv_Boeree,false,2961,2971,100775,642518,126,126,34649
754,ESPN_Poker,false,11110,3200,105445,651858,503,503,27517
674,TiffnyMichelle,false,1836,1836,105986,652677,31,31,16146
692,wptliveupdates,false,3929,3199,107811,655271,714,714,13807
729,AllenKessler,false,5572,3196,108731,656311,1965,1965,7937
757,PhilGalfond,false,1174,1169,111113,660982,138,138,32146
704,Roothlus,false,5341,3073,112438,724735,682,0,10768
698,BoostedJ,false,5950,3196,113383,808519,377,377,42052
758,AllenCunningham,false,378,379,113702,815766,119,119,17799
760,evybabee,false,2491,2313,114030,825200,99,99,13508
714,CMONEYMAKER,false,440,440,114335,826628,294,294,12116
645,Ali_Nejad,false,1298,1310,116212,829657,394,394,932635
671,WorldPokerTour,false,1268,1273,117579,831956,764,764,24681
759,KaraOTR,false,8913,3194,118344,898830,504,504,17641
761,Patrik_Antonius,false,10,10,118357,898845,13,13,21491
762,JustinBonomo,false,1018,1019,118681,1184710,223,223,12516
763,JeffMadsenobv,false,7554,3177,120100,1447909,205,205,11269
684,ppapoker,false,2933,2931,122448,1451038,11906,0,12962
765,HuckleberrySeed,false,692,691,122910,1453312,133,133,21365
764,thehitwoman,false,639,639,123150,1453827,89,89,10423
766,PrahladFriedman,false,1621,1617,123678,1472164,264,264,12185
768,shaundeeb,false,2709,2715,124200,1482178,166,166,10521
767,PokerStarsBlog,false,2661,2707,127079,1485972,127,127,21009
769,elkypoker,false,629,643,127689,1488160,97,97,17703
770,RaSZi,false,3295,2200,129451,1494908,247,247,16090
773,ShannonElizab,false,6459,3200,139080,1511267,387,387,281527
772,Kwickfish,false,762,758,139137,1511330,13,13,5949
716,EricMizrachi,false,9569,2500,140775,1550402,175,175,12227
74,PokerRoad,false,557,556,140894,1550534,13,13,6435
775,gus_hansen,false,1,1,140895,1550535,289,289,13141
771,basebaldy,false,3202,3196,142324,1591232,359,359,8607
703,wickedchops,false,2340,2347,143346,1593692,67,67,11128
734,Pokerati,false,11810,3196,144247,1654321,1327,1327,6813
776,LaceyJones,false,5095,3176,144981,1710095,278,278,15592
777,back2backflack,false,446,449,145073,1710201,93,93,9032
718,KristyArnett,false,5292,3200,145740,1722168,367,367,9126
774,pokerkat,false,7335,3111,146207,1901440,995,995,7295
778,LizLieu,false,6661,3200,146911,1935923,136,136,9072
779,FossilMan,false,1071,1073,147534,1936794,43,43,9581
780,NormanChad,false,1137,1127,150994,1941015,66,66,19870
782,Jennicide,false,4455,3197,152768,1980606,281,281,11796
785,VictoriaCoren,false,14123,3199,159141,1992787,199,199,100366
784,PhilNoLimits,false,646,643,159578,2067960,201,201,9560
783,Dennis_Phillips,false,1163,1168,159973,2068450,809,809,7884
786,devopoker,false,3230,3199,160763,2069766,165,165,7148
717,JeffreyPollack,false,2208,2209,161161,2078215,759,759,7310
787,BJNemeth,false,20673,3198,161633,2151891,273,273,5676
781,PokerRoadNation,false,209,205,161640,2151899,4108,4108,9693
699,PokerListings,false,3976,3200,162700,2155302,3126,3126,9735
788,FullTiltPoker,false,3639,3199,165212,2163098,287,287,25841
791,cada99,false,49,49,165234,2163123,23,23,6626
790,WSOPTD,false,3643,3198,166234,2190561,401,401,8581
792,VanessaSelbst,false,1982,1989,167255,2192545,215,215,15532
789,Kevmath,false,25784,3193,168280,2220294,1854,1854,10760
795,MarcelLuske,false,2546,2546,168502,2223956,144,144,5722
794,brandoncantu,false,808,806,168566,2224029,40,40,5284
793,ShannonShorr,false,3071,3065,169121,2312407,67,67,6674
796,MandaLeatherman,false,1550,1546,169470,2449285,320,319,13133
797,jvfricke,false,2507,2517,169906,2709920,155,155,5788
798,Andrew_Robl,false,749,747,170371,2711328,45,45,10192
799,PokerRob24,false,1130,1128,170597,2712068,69,69,6535
800,Erick_Lindgren,false,3,3,170597,2712069,13,13,7062
802,junglemandan,false,508,513,171189,2714340,88,88,13193
801,JonathanLittle,false,5652,3200,171638,2745453,87,87,5240
803,markseif,false,564,564,171688,2745619,99,99,4374
804,taopauly,false,14341,3199,173089,2747123,279,279,5760
807,MikeSexton_WPT,false,312,310,173577,2747741,60,60,10459
805,BenbaLamb,false,1972,1966,175243,2767027,145,145,21913
806,JonathanDuhamel,false,2127,2140,177485,2781948,89,89,22330
966,Dance_Magazine,false,3787,3198,3905,11256,599,599,21917
947,balletrusse,false,1534,1530,6129,15966,5348,5348,176977
969,sfballet,false,1411,1427,7402,17917,237,237,14434
948,Elitedance,false,8895,3179,8516,36562,112838,0,127241
987,pointe_magazine,false,4680,3200,14774,45706,900,900,11932
977,HoustonBallet,false,950,955,15529,46997,6714,6714,10558
990,theballetbag,false,22751,3198,17267,50058,4346,4346,9521
979,nationalballet,false,2171,2229,19105,53677,177,177,10037
1014,JacobsPillow,false,4785,3199,20273,57554,550,550,5618
1042,nycballet,false,1054,1063,22961,61376,3819,3819,24775
973,NYCDA,false,2992,3005,23610,62232,309,309,10171
1033,CandocoDance,false,1707,1746,24325,73194,803,803,4599
992,scottishballet,false,4760,3196,25284,74963,5450,5450,7214
985,BostonBallet,false,1843,1843,26341,77057,363,363,10276
972,Sadlers_Wells,false,2563,2585,29959,81330,888,888,16134
1015,LondonDance,false,382,385,30330,81891,120,120,6192
964,OMGDanceMag,false,4772,3196,33742,88937,306,306,17046
1043,Dance_SpiritMag,false,5497,3200,38326,101890,446,446,20886
1044,ABTBallet,false,1206,1204,39530,104490,611,611,10813
1045,danceadvantage,false,9846,3192,40629,106413,2134,2134,3251
1046,joffreyballet,false,468,468,40952,106798,1579,1579,6811
1047,DanceDotCom_,false,1473,1473,41192,107079,1505,1505,8089
1023,BRB,false,4477,3194,42132,111335,129,129,6674
1050,Dance_Teacher,false,3412,3200,43746,113516,445,445,6103
1049,GWDanceWriter,false,8880,3199,44417,770890,1072,1072,3220
1008,BALLETNEWS,false,9136,3196,46668,786130,215,215,6651
1051,dancepulp,false,961,964,47014,787288,744,744,2945
1052,dancechanneltv,false,1159,1159,47183,788112,557,557,3640
1053,TenduTV,false,5434,3198,47838,796128,1290,1290,2749
1054,clouddancefest,false,74428,3192,47995,815705,802,802,3354
1055,BroadwayDance,false,1627,1661,49169,817501,52,52,12506
1048,danceMarketing,false,3391,3200,49791,818255,6230,6230,5664
1057,ENBallet,false,1003,1002,50537,819827,1412,1412,9988
1056,DancePlug,false,8408,3200,51460,821266,2112,2112,5857
1059,dancewire,false,1172,1167,51595,821437,1090,1090,4232
1060,ODCsf,false,2048,2065,51855,822614,1209,1209,2780
1061,TheJoyceTheater,false,400,397,51912,822790,163,163,3308
950,Sheri_ls,false,12262,2777,54700,825772,144638,0,168409
1058,DanceTWorkshop,false,1506,1502,54877,826008,1987,1987,3626
