Name,Group1,Group2,Tie_number,Competing_lists,FF_bin_degree,FF_bin_in_degree,FF_bin_out_degree,FF_bin_betweeness,FF_own_group_in_volume,FF_other_group_in_volume,FF_own_group_out_volume,FF_other_group_out_volume,AT_bin_degree,AT_bin_in_degree,AT_bin_out_degree,AT_bin_betweeness,AT_volume_in,AT_volume_out,AT_own_group_in_volume,AT_other_group_in_volume,AT_own_group_out_volume,AT_other_group_out_volume,RT_volume_in,RT_volume_out,RT_own_group_in_volume,RT_other_group_in_volume,RT_own_group_out_volume,RT_other_group_out_volume
1TEACHER4edu,teaching,ceo,197.0,1,0.353233830846,0.149253731343,0.203980099502,0.000822647645019,30.0,0,41.0,0,0.00995024875622,0.0,0.00995024875622,0.0,0,2.0,0,0,2.0,0,11.0,0,6.0,5.0,0,0
GuyKawasaki,teaching,ceo,197.0,6,0.781094527363,0.333333333333,0.44776119403,0.114741439801,42.0,25.0,58.0,32.0,0.0597014925373,0.0597014925373,0.0,0.0,19.0,0,15.0,4.0,0,0,13.0,0,12.0,1.0,0,0
nghafouri,teaching,ceo,197.0,1,0.268656716418,0.0796019900498,0.189054726368,0.00129700720124,16.0,0,38.0,0,0.0348258706468,0.00995024875622,0.0248756218905,0.00205534070538,7.0,10.0,7.0,0,10.0,0,0,0,0,0,0,0
wiredscience,teaching,ceo,197.0,5,0.044776119403,0.044776119403,0.0,0.0,4.0,5.0,0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,0,1.0,0,0,9.0,0,6.0,3.0,0,0
rmbyrne,teaching,ceo,197.0,1,0.65671641791,0.328358208955,0.328358208955,0.00998809023285,63.0,3.0,61.0,5.0,0.139303482587,0.10447761194,0.0348258706468,0.0244741683943,96.0,63.0,95.0,1.0,63.0,0,44.0,40.0,36.0,8.0,40.0,0
SeanBanville,teaching,ceo,197.0,1,0.512437810945,0.258706467662,0.253731343284,0.00398351466614,51.0,1.0,51.0,0,0.199004975124,0.0845771144279,0.114427860697,0.00621622035167,85.0,277.0,85.0,0,277.0,0,192.0,1.0,172.0,20.0,1.0,0
gcolony,teaching,ceo,197.0,1,0.089552238806,0.0796019900498,0.00995024875622,0.000418106355839,16.0,0,2.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.0,0,3.0,0,0,0
bbceducation,teaching,ceo,197.0,1,0.154228855721,0.154228855721,0.0,0.0,31.0,0,0,0,0.0149253731343,0.0149253731343,0.0,0.0,3.0,0,3.0,0,0,0,11.0,0,11.0,0,0,0
burcuakyol,teaching,ceo,197.0,1,0.52736318408,0.268656716418,0.258706467662,0.00221389559539,54.0,0,51.0,1.0,0.179104477612,0.0746268656716,0.10447761194,0.00174669207328,93.0,232.0,93.0,0,231.0,1.0,103.0,19.0,98.0,5.0,19.0,0
heif,teaching,ceo,197.0,1,0.0945273631841,0.0646766169154,0.0298507462687,6.18878235763e-05,13.0,0,6.0,0,0.0298507462687,0.00995024875622,0.0199004975124,0.000596191577908,3.0,6.0,3.0,0,6.0,0,23.0,6.0,23.0,0,6.0,0
realDonaldTrump,teaching,ceo,197.0,1,0.0398009950249,0.0398009950249,0.0,0.0,8.0,0,0,0,0.00995024875622,0.00995024875622,0.0,0.0,5.0,0,5.0,0,0,0,2.0,0,2.0,0,0,0
topedutweets,teaching,ceo,197.0,1,0.388059701493,0.189054726368,0.199004975124,0.007786711181,30.0,8.0,31.0,9.0,0.00995024875622,0.0,0.00995024875622,0.0,0,2.0,0,0,2.0,0,4.0,1.0,4.0,0,1.0,0
mediatrustpete,teaching,ceo,197.0,1,0.422885572139,0.124378109453,0.298507462687,0.0184437443154,23.0,2.0,56.0,4.0,0.0398009950249,0.00995024875622,0.0298507462687,0.0219953986971,2.0,8.0,1.0,1.0,8.0,0,7.0,0,7.0,0,0,0
robertphelps,teaching,ceo,197.0,1,0.208955223881,0.0796019900498,0.129353233831,0.0018774518491,15.0,1.0,24.0,2.0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0,0,0
tesResources,teaching,ceo,197.0,1,0.358208955224,0.189054726368,0.169154228856,0.00244715320118,38.0,0,34.0,0,0.0199004975124,0.00995024875622,0.00995024875622,4.88628287136e-06,3.0,7.0,3.0,0,7.0,0,3.0,27.0,2.0,1.0,27.0,0
AliciaSanera,teaching,ceo,197.0,1,0.144278606965,0.0597014925373,0.0845771144279,0.000464814990446,11.0,1.0,16.0,1.0,0.00497512437811,0.00497512437811,0.0,0.0,3.0,0,3.0,0,0,0,7.0,0,7.0,0,0,0
jonesdel,teaching,ceo,197.0,1,0.432835820896,0.194029850746,0.238805970149,0.0105225652258,39.0,0,47.0,1.0,0.089552238806,0.0348258706468,0.0547263681592,0.0796968707173,61.0,27.0,61.0,0,27.0,0,5.0,0,5.0,0,0,0
SteveForbesCEO,teaching,ceo,197.0,1,0.0398009950249,0.0248756218905,0.0149253731343,9.49868247996e-05,5.0,0,3.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.0,0,5.0,0,0,0
WeAreTeachers,teaching,ceo,197.0,1,0.706467661692,0.328358208955,0.378109452736,0.0147184020728,65.0,1.0,74.0,2.0,0.0746268656716,0.0199004975124,0.0547263681592,0.0114989776768,4.0,16.0,4.0,0,16.0,0,29.0,0,15.0,14.0,0,0
ESLlibrary,teaching,ceo,197.0,1,0.358208955224,0.129353233831,0.228855721393,0.000354959895187,26.0,0,46.0,0,0.199004975124,0.044776119403,0.154228855721,0.00865872782133,16.0,177.0,16.0,0,177.0,0,49.0,44.0,43.0,6.0,44.0,0
thenerdyteacher,teaching,ceo,197.0,1,0.512437810945,0.28855721393,0.223880597015,0.0033973811406,58.0,0,45.0,0,0.154228855721,0.0995024875622,0.0547263681592,0.0174636359404,93.0,96.0,93.0,0,96.0,0,43.0,125.0,38.0,5.0,125.0,0
ParkerALynch,teaching,ceo,197.0,1,0.26368159204,0.0398009950249,0.223880597015,0.00148912261831,8.0,0,45.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3.0,0,0,3.0,0
kamyousaf,teaching,ceo,197.0,1,0.55223880597,0.26368159204,0.28855721393,0.00714013193202,50.0,3.0,56.0,2.0,0.0348258706468,0.00497512437811,0.0298507462687,4.17492954806e-06,1.0,50.0,1.0,0,50.0,0,5.0,7.0,3.0,2.0,7.0,0
ericschmidt,teaching,ceo,197.0,3,0.233830845771,0.18407960199,0.0497512437811,0.00331317165012,32.0,5.0,9.0,1.0,0.0298507462687,0.0298507462687,0.0,0.0,10.0,0,9.0,1.0,0,0,1.0,1.0,1.0,0,1.0,0
HighOctaneCEO,teaching,ceo,197.0,1,0.412935323383,0.194029850746,0.218905472637,0.0114803010326,32.0,7.0,36.0,8.0,0.0348258706468,0.0248756218905,0.00995024875622,0.0105854427496,69.0,124.0,69.0,0,124.0,0,7.0,1.0,7.0,0,1.0,0
eschoolnews,teaching,ceo,197.0,1,0.293532338308,0.149253731343,0.144278606965,0.000461347279745,30.0,0,29.0,0,0.0398009950249,0.0199004975124,0.0199004975124,0.0012983484316,9.0,8.0,9.0,0,8.0,0,6.0,4.0,6.0,0,4.0,0
CEO_INGDIRECT,teaching,ceo,197.0,2,0.149253731343,0.0646766169154,0.0845771144279,0.000951944381998,13.0,0,17.0,0,0.0398009950249,0.0149253731343,0.0248756218905,0.00762233248925,5.0,11.0,5.0,0,11.0,0,18.0,0,18.0,0,0,0
TeachHub,teaching,ceo,197.0,1,0.706467661692,0.273631840796,0.432835820896,0.0302081378353,51.0,4.0,80.0,7.0,0.0298507462687,0.00497512437811,0.0248756218905,7.74288070472e-05,1.0,8.0,1.0,0,8.0,0,206.0,12.0,13.0,193.0,12.0,0
gibsondm,teaching,ceo,197.0,1,0.338308457711,0.0945273631841,0.243781094527,0.00306957982345,19.0,0,49.0,0,0.0199004975124,0.00497512437811,0.0149253731343,0.00359017412935,3.0,5.0,3.0,0,5.0,0,5.0,1.0,5.0,0,1.0,0
dickc,teaching,ceo,197.0,2,0.164179104478,0.139303482587,0.0248756218905,0.000492709974613,27.0,1.0,5.0,0,0.10447761194,0.044776119403,0.0597014925373,0.0228842843341,56.0,62.0,56.0,0,62.0,0,14.0,3.0,14.0,0,3.0,0
rickross10,teaching,ceo,197.0,1,0.34328358209,0.169154228856,0.174129353234,0.00978560264231,27.0,7.0,28.0,7.0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,0,1.0,20.0,4.0,20.0,0,2.0,2.0
johnfaig,teaching,ceo,197.0,1,0.532338308458,0.208955223881,0.323383084577,0.00278704096703,42.0,0,65.0,0,0.0348258706468,0.0,0.0348258706468,0.0,0,9.0,0,0,9.0,0,8.0,7.0,5.0,3.0,7.0,0
_OB_,teaching,ceo,197.0,1,0.114427860697,0.0497512437811,0.0646766169154,0.00154079631135,8.0,2.0,13.0,0,0.0149253731343,0.0,0.0149253731343,0.0,0,6.0,0,0,6.0,0,7.0,3.0,7.0,0,3.0,0
Harmerj,teaching,ceo,197.0,1,0.228855721393,0.134328358209,0.0945273631841,0.00335276542887,26.0,1.0,19.0,0,0.144278606965,0.0696517412935,0.0746268656716,0.000496707845492,158.0,121.0,158.0,0,121.0,0,40.0,36.0,37.0,3.0,36.0,0
markbrumley,teaching,ceo,197.0,1,0.452736318408,0.228855721393,0.223880597015,0.00408842168222,43.0,3.0,43.0,2.0,0.00995024875622,0.00995024875622,0.0,0.0,2.0,0,2.0,0,0,0,15.0,1.0,13.0,2.0,1.0,0
kevinrose,teaching,ceo,197.0,4,0.273631840796,0.213930348259,0.0597014925373,0.0125913910254,36.0,7.0,12.0,0,0.0796019900498,0.0597014925373,0.0199004975124,0.0188820224947,46.0,8.0,46.0,0,8.0,0,11.0,2.0,11.0,0,2.0,0
smallbiztrends,teaching,ceo,197.0,1,0.298507462687,0.144278606965,0.154228855721,0.00426899938882,27.0,2.0,31.0,0,0.0348258706468,0.0199004975124,0.0149253731343,0.0157479498843,10.0,3.0,9.0,1.0,3.0,0,12.0,0,11.0,1.0,0,0
OptimusEd,teaching,ceo,197.0,1,0.124378109453,0.0796019900498,0.044776119403,0.000170742969656,16.0,0,9.0,0,0.0348258706468,0.00497512437811,0.0298507462687,0.0118420863914,1.0,6.0,1.0,0,6.0,0,3.0,3.0,2.0,1.0,3.0,0
ClockWorkCEO,teaching,ceo,197.0,1,0.0945273631841,0.0646766169154,0.0298507462687,0.000415554535652,10.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0,0,1.0,0
zawthet,teaching,ceo,197.0,1,0.129353233831,0.0398009950249,0.089552238806,0.00603656941704,7.0,1.0,18.0,0,0.0547263681592,0.00995024875622,0.044776119403,0.00430826028587,2.0,23.0,2.0,0,23.0,0,6.0,11.0,6.0,0,11.0,0
BBYCEO,teaching,ceo,197.0,1,0.129353233831,0.0597014925373,0.0696517412935,0.000457900143779,12.0,0,14.0,0,0.0199004975124,0.00995024875622,0.00995024875622,0.0114439758799,2.0,2.0,2.0,0,2.0,0,0,1.0,0,0,1.0,0
AAEteachers,teaching,ceo,197.0,1,0.47263681592,0.218905472637,0.253731343284,0.00750584337765,40.0,4.0,44.0,7.0,0.0298507462687,0.0,0.0298507462687,0.0,0,10.0,0,0,10.0,0,2.0,0,1.0,1.0,0,0
finkd,teaching,ceo,197.0,1,0.119402985075,0.114427860697,0.00497512437811,0.000457018259353,21.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
k_ferrell,teaching,ceo,197.0,1,0.323383084577,0.149253731343,0.174129353234,0.000355026891732,30.0,0,35.0,0,0.0746268656716,0.00497512437811,0.0696517412935,0.000422387366788,1.0,32.0,1.0,0,32.0,0,37.0,2.0,9.0,28.0,2.0,0
futurelabedu,teaching,ceo,197.0,1,0.502487562189,0.189054726368,0.313432835821,0.00433108877375,38.0,0,61.0,2.0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,4.0,0,3.0,1.0,0,0
SteveCase,teaching,ceo,197.0,4,0.328358208955,0.174129353234,0.154228855721,0.0115299752694,33.0,2.0,30.0,1.0,0.0398009950249,0.0398009950249,0.0,0.0,12.0,0,12.0,0,0,0,18.0,17.0,18.0,0,17.0,0
mktgmann,teaching,ceo,197.0,1,0.0298507462687,0.0149253731343,0.0149253731343,3.96253506526e-05,3.0,0,3.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0
edwin,teaching,ceo,197.0,1,0.0298507462687,0.0298507462687,0.0,0.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0
Stuff4Teaching,teaching,ceo,197.0,1,0.189054726368,0.0845771144279,0.10447761194,0.000648630455865,16.0,1.0,20.0,1.0,0.00497512437811,0.0,0.00497512437811,0.0,0,7.0,0,0,7.0,0,0,0,0,0,0,0
MichaelDell,teaching,ceo,197.0,1,0.109452736318,0.0646766169154,0.044776119403,0.000452628066312,12.0,1.0,9.0,0,0.00995024875622,0.0,0.00995024875622,0.0,0,2.0,0,0,2.0,0,16.0,2.0,16.0,0,2.0,0
twibes,teaching,ceo,197.0,29,0.189054726368,0.149253731343,0.0398009950249,0.00792478027322,22.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.0,0,1.0,3.0,0,0
INDIEbusiness,teaching,ceo,197.0,2,0.0746268656716,0.0497512437811,0.0248756218905,0.000646766120221,9.0,1.0,5.0,0,0.0149253731343,0.00497512437811,0.00995024875622,0.000127729408513,1.0,5.0,1.0,0,5.0,0,2.0,3.0,2.0,0,3.0,0
Marisa_C,teaching,ceo,197.0,1,0.542288557214,0.278606965174,0.26368159204,0.00337995475664,55.0,1.0,52.0,1.0,0.194029850746,0.109452736318,0.0845771144279,0.00546869362492,496.0,131.0,496.0,0,131.0,0,70.0,16.0,64.0,6.0,16.0,0
jalichandra,teaching,ceo,197.0,1,0.0796019900498,0.0348258706468,0.044776119403,0.000298379901778,6.0,1.0,9.0,0,0.0248756218905,0.00497512437811,0.0199004975124,0.018512788377,2.0,6.0,2.0,0,5.0,1.0,7.0,0,7.0,0,0,0
MichaelHyatt,teaching,ceo,197.0,2,0.179104477612,0.174129353234,0.00497512437811,0.000101797255285,31.0,4.0,1.0,0,0.0348258706468,0.0348258706468,0.0,0.0,13.0,0,13.0,0,0,0,6.0,0,6.0,0,0,0
langwitches,teaching,ceo,197.0,1,0.482587064677,0.26368159204,0.218905472637,0.000998349880357,53.0,0,44.0,0,0.0845771144279,0.0348258706468,0.0497512437811,0.00381836287213,25.0,45.0,25.0,0,45.0,0,45.0,6.0,38.0,7.0,6.0,0
mariaandros,teaching,ceo,197.0,1,0.293532338308,0.119402985075,0.174129353234,0.00239642377944,23.0,1.0,34.0,1.0,0.00497512437811,0.0,0.00497512437811,0.0,0,3.0,0,0,3.0,0,10.0,0,10.0,0,0,0
BlessTheTeacher,teaching,ceo,197.0,1,0.442786069652,0.199004975124,0.243781094527,0.00505846598922,35.0,5.0,44.0,5.0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,16.0,45.0,2.0,14.0,45.0,0
ncte,teaching,ceo,197.0,1,0.0696517412935,0.0398009950249,0.0298507462687,5.47165432808e-06,8.0,0,6.0,0,0.0248756218905,0.0,0.0248756218905,0.0,0,6.0,0,0,6.0,0,6.0,2.0,4.0,2.0,2.0,0
ewanmcintosh,teaching,ceo,197.0,1,0.293532338308,0.149253731343,0.144278606965,0.0109719033409,27.0,3.0,23.0,6.0,0.0646766169154,0.044776119403,0.0199004975124,0.00224955094581,76.0,142.0,76.0,0,141.0,1.0,31.0,21.0,19.0,12.0,21.0,0
TEFLPet,teaching,ceo,197.0,1,0.258706467662,0.144278606965,0.114427860697,9.01772463396e-05,29.0,0,23.0,0,0.144278606965,0.0547263681592,0.089552238806,0.00102231960695,49.0,207.0,49.0,0,207.0,0,43.0,33.0,42.0,1.0,33.0,0
Nikappy,teaching,ceo,197.0,1,0.00497512437811,0.0,0.00497512437811,0.0,0,0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
robhoward,teaching,ceo,197.0,1,0.0696517412935,0.0398009950249,0.0298507462687,3.29018477072e-05,8.0,0,6.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.0,0,5.0,0,0,0
jerBrightcove,teaching,ceo,197.0,1,0.0348258706468,0.0248756218905,0.00995024875622,5.5922821206e-06,5.0,0,2.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
joankw,teaching,ceo,197.0,1,0.273631840796,0.144278606965,0.129353233831,0.00266282321952,26.0,3.0,24.0,2.0,0.0199004975124,0.00995024875622,0.00995024875622,0.00232172470978,2.0,5.0,2.0,0,5.0,0,5.0,0,5.0,0,0,0
mukund,teaching,ceo,197.0,1,0.0746268656716,0.0746268656716,0.0,0.0,15.0,0,0,0,0.0298507462687,0.00995024875622,0.0199004975124,0.0153051774097,6.0,6.0,6.0,0,6.0,0,12.0,0,12.0,0,0,0
SmarterCEO,teaching,ceo,197.0,1,0.0796019900498,0.0646766169154,0.0149253731343,0.000273056623105,13.0,0,3.0,0,0.00995024875622,0.0,0.00995024875622,0.0,0,6.0,0,0,6.0,0,10.0,7.0,10.0,0,7.0,0
web20classroom,teaching,ceo,197.0,2,0.532338308458,0.323383084577,0.208955223881,0.00425761857527,64.0,1.0,42.0,0,0.233830845771,0.154228855721,0.0796019900498,0.0379095835625,291.0,140.0,291.0,0,140.0,0,49.0,167.0,45.0,4.0,167.0,0
eugenelee,teaching,ceo,197.0,1,0.293532338308,0.129353233831,0.164179104478,0.00360105139369,26.0,0,33.0,0,0.0248756218905,0.0149253731343,0.00995024875622,0.000533299412031,4.0,22.0,4.0,0,22.0,0,7.0,3.0,7.0,0,3.0,0
DrBobParsons,teaching,ceo,197.0,1,0.0298507462687,0.0298507462687,0.0,0.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.0,0,2.0,0,0,0
erichippeau,teaching,ceo,197.0,1,0.114427860697,0.044776119403,0.0696517412935,8.8930774198e-05,9.0,0,14.0,0,0.0199004975124,0.00995024875622,0.00995024875622,0.00198008185467,2.0,3.0,2.0,0,3.0,0,3.0,0,3.0,0,0,0
teachers20,teaching,ceo,197.0,1,0.174129353234,0.129353233831,0.044776119403,0.000182764181142,26.0,0,9.0,0,0.00995024875622,0.00497512437811,0.00497512437811,0.000102611940299,1.0,1.0,1.0,0,1.0,0,6.0,7.0,2.0,4.0,7.0,0
teachertube,teaching,ceo,197.0,1,0.313432835821,0.10447761194,0.208955223881,0.0108942565178,19.0,2.0,32.0,10.0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,8.0,0,1.0,7.0,0,0
mrkwpalmer,teaching,ceo,197.0,1,0.174129353234,0.0696517412935,0.10447761194,0.00134372090781,13.0,1.0,20.0,1.0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,10.0,0,5.0,5.0,0,0
tonnet,teaching,ceo,197.0,1,0.681592039801,0.298507462687,0.383084577114,0.0130346053494,58.0,2.0,70.0,7.0,0.1592039801,0.0646766169154,0.0945273631841,0.0202095032339,54.0,35.0,54.0,0,35.0,0,13.0,89.0,3.0,10.0,89.0,0
Playoon,branding,gambling,226.0,1,0.228855721393,0.0796019900498,0.149253731343,0.00914388417051,14.0,2.0,28.0,2.0,0.0149253731343,0.0,0.0149253731343,0.0,0,6.0,0,0,6.0,0,0,0,0,0,0,0
jimantonopoulos,branding,gambling,226.0,1,0.089552238806,0.044776119403,0.044776119403,0.0035292389061,9.0,0,9.0,0,0.0199004975124,0.00497512437811,0.0149253731343,0.000348258706468,1.0,5.0,1.0,0,5.0,0,2.0,16.0,2.0,0,16.0,0
joanjimenez,branding,gambling,226.0,1,0.0398009950249,0.0199004975124,0.0199004975124,0.000212745975408,4.0,0,4.0,0,0.00995024875622,0.00497512437811,0.00497512437811,0.000572139303483,14.0,1.0,14.0,0,1.0,0,1.0,0,1.0,0,0,0
AmyJoMartin,branding,gambling,226.0,2,0.129353233831,0.0746268656716,0.0547263681592,0.00597224742631,13.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.0,0,1.0,2.0,0,0
LogoMotives,branding,gambling,226.0,1,0.0696517412935,0.044776119403,0.0248756218905,0.00112172094628,9.0,0,5.0,0,0.0149253731343,0.00995024875622,0.00497512437811,9.95024875622e-05,2.0,1.0,2.0,0,1.0,0,1.0,1.0,1.0,0,1.0,0
adwrighty,branding,gambling,226.0,1,0.218905472637,0.119402985075,0.0995024875622,0.00563148749816,24.0,0,20.0,0,0.0348258706468,0.0149253731343,0.0199004975124,0.00250414593698,4.0,11.0,4.0,0,11.0,0,11.0,0,11.0,0,0,0
upwardaction,branding,gambling,226.0,1,0.313432835821,0.154228855721,0.1592039801,0.00436029498685,28.0,3.0,29.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0,0,1.0,0
pokerpulse,branding,gambling,226.0,1,0.119402985075,0.0497512437811,0.0696517412935,0.000906314893746,5.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
C3Brandworks,branding,gambling,226.0,1,0.0995024875622,0.0348258706468,0.0646766169154,0.00177912397051,7.0,0,13.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0
martinjbishop,branding,gambling,226.0,1,0.144278606965,0.0696517412935,0.0746268656716,0.00214775287467,14.0,0,15.0,0,0.0248756218905,0.00995024875622,0.0149253731343,0.000429104477612,7.0,8.0,7.0,0,8.0,0,2.0,1.0,2.0,0,1.0,0
lucasmelb,branding,gambling,226.0,1,0.0497512437811,0.0348258706468,0.0149253731343,0.000484682310265,7.0,0,3.0,0,0.00995024875622,0.00497512437811,0.00497512437811,0.0,2.0,1.0,2.0,0,1.0,0,9.0,1.0,9.0,0,1.0,0
KathyHeasley,branding,gambling,226.0,1,0.149253731343,0.0746268656716,0.0746268656716,0.00172970744183,14.0,1.0,15.0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,3.0,0,0,3.0,0,2.0,0,2.0,0,0,0
bingoblog,branding,gambling,226.0,1,0.0398009950249,0.0248756218905,0.0149253731343,2.43607397956e-05,5.0,0,3.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
AddisCreson,branding,gambling,226.0,1,0.044776119403,0.0199004975124,0.0248756218905,6.13196509499e-05,4.0,0,5.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.0,1.0,3.0,0,1.0,0
WynnLasVegas,branding,gambling,226.0,2,0.0497512437811,0.0348258706468,0.0149253731343,0.0030631066404,5.0,2.0,3.0,0,0.0248756218905,0.0149253731343,0.00995024875622,0.000379353233831,3.0,3.0,2.0,1.0,1.0,2.0,0,0,0,0,0,0
Betfinder,branding,gambling,226.0,1,0.139303482587,0.0646766169154,0.0746268656716,0.00285522283594,13.0,0,15.0,0,0.0149253731343,0.00497512437811,0.00995024875622,0.0,3.0,2.0,3.0,0,2.0,0,0,1.0,0,0,1.0,0
OKCreative,branding,gambling,226.0,1,0.0398009950249,0.0149253731343,0.0248756218905,7.57020802558e-05,3.0,0,5.0,0,0.00995024875622,0.00497512437811,0.00497512437811,4.97512437811e-05,1.0,2.0,1.0,0,2.0,0,0,3.0,0,0,3.0,0
PeteHall,branding,gambling,226.0,1,0.194029850746,0.0796019900498,0.114427860697,0.00219533253115,15.0,1.0,20.0,3.0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0
Casino_Links,branding,gambling,226.0,1,0.089552238806,0.0348258706468,0.0547263681592,0.000975799861525,7.0,0,11.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
VegasTonyD,branding,gambling,226.0,1,0.432835820896,0.154228855721,0.278606965174,0.0406236860078,30.0,1.0,55.0,1.0,0.0696517412935,0.0248756218905,0.044776119403,0.00622360420122,29.0,64.0,29.0,0,64.0,0,17.0,0,17.0,0,0,0
AntHillMktg,branding,gambling,226.0,1,0.124378109453,0.0199004975124,0.10447761194,0.00179699009556,4.0,0,21.0,0,0.0199004975124,0.0,0.0199004975124,0.0,0,7.0,0,0,7.0,0,0,1.0,0,0,1.0,0
DanSchawbel,branding,gambling,226.0,4,0.522388059701,0.273631840796,0.248756218905,0.0315913901165,49.0,6.0,44.0,6.0,0.0348258706468,0.0248756218905,0.00995024875622,0.000870646766169,20.0,2.0,20.0,0,2.0,0,5.0,2.0,5.0,0,2.0,0
brandbucket,branding,gambling,226.0,1,0.164179104478,0.119402985075,0.044776119403,0.00214234598959,22.0,2.0,8.0,1.0,0.0248756218905,0.00497512437811,0.0199004975124,0.000167910447761,4.0,8.0,4.0,0,8.0,0,2.0,1.0,2.0,0,1.0,0
sportspicks,branding,gambling,226.0,1,0.18407960199,0.139303482587,0.044776119403,0.00857510332102,25.0,3.0,9.0,0,0.0696517412935,0.0199004975124,0.0497512437811,0.0008523355445,17.0,74.0,17.0,0,74.0,0,14.0,0,14.0,0,0,0
stefanliute,branding,gambling,226.0,1,0.124378109453,0.0547263681592,0.0696517412935,0.00343496878436,11.0,0,14.0,0,0.0248756218905,0.0149253731343,0.00995024875622,0.00116708126036,4.0,3.0,4.0,0,3.0,0,4.0,2.0,4.0,0,2.0,0
ThePokerWord,branding,gambling,226.0,1,0.0348258706468,0.0348258706468,0.0,0.0,7.0,0,0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0
phillygodfather,branding,gambling,226.0,1,0.0845771144279,0.0597014925373,0.0248756218905,0.000112916653856,12.0,0,5.0,0,0.0597014925373,0.0298507462687,0.0298507462687,6.30182421227e-05,78.0,78.0,78.0,0,78.0,0,16.0,58.0,16.0,0,58.0,0
markseif,branding,gambling,226.0,2,0.0547263681592,0.0497512437811,0.00497512437811,0.000368744007557,10.0,0,1.0,0,0.00995024875622,0.00497512437811,0.00497512437811,8.70646766169e-05,1.0,1.0,1.0,0,1.0,0,2.0,0,2.0,0,0,0
abcdesign_,branding,gambling,226.0,1,0.0248756218905,0.00995024875622,0.0149253731343,0.000226733838097,2.0,0,3.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
GamblingComp,branding,gambling,226.0,1,0.0646766169154,0.0298507462687,0.0348258706468,0.00436672520737,6.0,0,7.0,0,0.00995024875622,0.00497512437811,0.00497512437811,0.0,4.0,16.0,4.0,0,16.0,0,10.0,0,10.0,0,0,0
brandingdiva,branding,gambling,226.0,1,0.0845771144279,0.044776119403,0.0398009950249,0.000266550670408,9.0,0,8.0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,1.0,3.0,1.0,0,3.0,0
db,branding,gambling,226.0,1,0.0945273631841,0.089552238806,0.00497512437811,3.92448348496e-05,18.0,0,1.0,0,0.0298507462687,0.0248756218905,0.00497512437811,0.000932835820896,14.0,10.0,14.0,0,10.0,0,0,2.0,0,0,2.0,0
teddy_covers,branding,gambling,226.0,1,0.089552238806,0.0696517412935,0.0199004975124,0.000217735535697,14.0,0,4.0,0,0.0597014925373,0.0298507462687,0.0298507462687,0.00163280818132,14.0,53.0,14.0,0,53.0,0,6.0,32.0,6.0,0,32.0,0
bingobase,branding,gambling,226.0,1,0.0696517412935,0.0298507462687,0.0398009950249,0.00279544946548,6.0,0,8.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
