Name,Group1,Group2,Number_between_ties,Competing_lists,FF_bin_degree,FF_bin_in_degree,FF_bin_out_degree,FF_bin_betweeness,FF_own_group_in_volume,FF_other_group_in_volume,FF_own_group_out_volume,FF_other_group_out_volume,AT_bin_degree,AT_bin_in_degree,AT_bin_out_degree,AT_bin_betweeness,AT_volume_in,AT_volume_out,AT_own_group_in_volume,AT_other_group_in_volume,AT_own_group_out_volume,AT_other_group_out_volume,RT_total_volume_in,RT_total_volume_out,RT_own_group_in_volume,RT_other_group_in_volume,RT_own_group_out_volume,RT_other_group_out_volume
DataMiningBlog,database,history,5.0,1,0.0945273631841,0.044776119403,0.0497512437811,0.00238672872553,9.0,0,10.0,0,0.00995024875622,0.0,0.00995024875622,0.0,0,2.0,0,0,2.0,0,0,0,0,0,0,0
OpenSourceBI,database,history,5.0,1,0.00497512437811,0.0,0.00497512437811,0.0,0,0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
ushistorysite,database,history,5.0,1,0.28855721393,0.144278606965,0.144278606965,0.000520205669152,29.0,0,29.0,0,0.0199004975124,0.00497512437811,0.0149253731343,0.00128352286188,1.0,4.0,1.0,0,4.0,0,1.0,16.0,1.0,0,16.0,0
mysql_community,database,history,5.0,1,0.199004975124,0.0995024875622,0.0995024875622,0.00610160824965,20.0,0,20.0,0,0.0348258706468,0.0149253731343,0.0199004975124,0.00179145936982,9.0,5.0,9.0,0,5.0,0,15.0,3.0,15.0,0,3.0,0
MedievalWall,database,history,5.0,1,0.253731343284,0.0995024875622,0.154228855721,0.000222899856146,20.0,0,31.0,0,0.00995024875622,0.00995024875622,0.0,0.0,4.0,0,4.0,0,0,0,1.0,3.0,1.0,0,3.0,0
JustinPollard,database,history,5.0,1,0.378109452736,0.18407960199,0.194029850746,0.000919549431125,37.0,0,39.0,0,0.0348258706468,0.0149253731343,0.0199004975124,0.000344320066335,6.0,4.0,6.0,0,4.0,0,4.0,0,4.0,0,0,0
GenieDB,database,history,5.0,1,0.0646766169154,0.0298507462687,0.0348258706468,0.00113690129241,6.0,0,7.0,0,0.0149253731343,0.0,0.0149253731343,0.0,0,4.0,0,0,4.0,0,0,1.0,0,0,1.0,0
foundhistory,database,history,5.0,1,0.134328358209,0.124378109453,0.00995024875622,7.05677324605e-05,25.0,0,2.0,0,0.0398009950249,0.0149253731343,0.0248756218905,0.00366975526831,16.0,69.0,16.0,0,69.0,0,18.0,4.0,18.0,0,4.0,0
thatjeffsmith,database,history,5.0,1,0.203980099502,0.0995024875622,0.10447761194,0.0219737188264,20.0,0,21.0,0,0.134328358209,0.0696517412935,0.0646766169154,0.0117923427186,331.0,260.0,331.0,0,260.0,0,6.0,50.0,6.0,0,50.0,0
explorehistory,database,history,5.0,1,0.174129353234,0.10447761194,0.0696517412935,0.000399254686713,21.0,0,14.0,0,0.0199004975124,0.00497512437811,0.0149253731343,0.000176577430309,2.0,15.0,2.0,0,15.0,0,8.0,0,8.0,0,0,0
HISTORYmag,database,history,5.0,1,0.373134328358,0.194029850746,0.179104477612,0.00943027280814,39.0,0,36.0,0,0.0398009950249,0.00497512437811,0.0348258706468,0.00306373076895,1.0,7.0,1.0,0,7.0,0,16.0,39.0,16.0,0,39.0,0
historicaltweet,database,history,5.0,1,0.18407960199,0.129353233831,0.0547263681592,0.000140946427805,26.0,0,11.0,0,0.0149253731343,0.00497512437811,0.00995024875622,0.00039552238806,1.0,2.0,1.0,0,2.0,0,1.0,0,1.0,0,0,0
MySQLConf,database,history,5.0,1,0.119402985075,0.0597014925373,0.0597014925373,0.00149360216958,12.0,0,12.0,0,0.0149253731343,0.0149253731343,0.0,0.0,4.0,0,4.0,0,0,0,11.0,0,11.0,0,0,0
WWIIToday,database,history,5.0,2,0.601990049751,0.253731343284,0.348258706468,0.0172866572159,51.0,0,70.0,0,0.0497512437811,0.0298507462687,0.0199004975124,0.00793469037872,44.0,4.0,44.0,0,4.0,0,25.0,7.0,25.0,0,7.0,0
GreenSQL,database,history,5.0,1,0.0298507462687,0.0,0.0298507462687,0.0,0,0,6.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Oracle,database,history,5.0,2,0.169154228856,0.129353233831,0.0398009950249,0.00596597445798,26.0,0,8.0,0,0.0398009950249,0.0298507462687,0.00995024875622,0.00702582191855,41.0,2.0,41.0,0,2.0,0,58.0,136.0,58.0,0,136.0,0
LondonHistorian,database,history,5.0,1,0.532338308458,0.18407960199,0.348258706468,0.00282544681683,37.0,0,70.0,0,0.089552238806,0.0497512437811,0.0398009950249,0.0106687264667,40.0,27.0,40.0,0,27.0,0,5.0,14.0,5.0,0,14.0,0
europeanhistory,database,history,5.0,1,0.109452736318,0.109452736318,0.0,0.0,22.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.0,0,2.0,0,0,0
katrinagulliver,database,history,5.0,1,0.363184079602,0.213930348259,0.149253731343,0.00771473145873,43.0,0,30.0,0,0.129353233831,0.0845771144279,0.044776119403,0.0277270261037,90.0,53.0,90.0,0,53.0,0,6.0,208.0,6.0,0,208.0,0
HistoryMatters,database,history,5.0,1,0.28855721393,0.1592039801,0.129353233831,0.000493979883202,32.0,0,26.0,0,0.00497512437811,0.00497512437811,0.0,0.0,2.0,0,2.0,0,0,0,1.0,1.0,1.0,0,1.0,0
rsim,database,history,5.0,1,0.044776119403,0.0199004975124,0.0248756218905,0.0007655002101,4.0,0,5.0,0,0.0149253731343,0.00995024875622,0.00497512437811,0.000258943378346,9.0,15.0,9.0,0,15.0,0,7.0,1.0,7.0,0,1.0,0
lucyinglis,database,history,5.0,1,0.213930348259,0.1592039801,0.0547263681592,0.000331087260653,32.0,0,11.0,0,0.144278606965,0.109452736318,0.0348258706468,0.00936170531254,119.0,14.0,119.0,0,14.0,0,3.0,124.0,3.0,0,124.0,0
mssqlserver,database,history,5.0,1,0.0497512437811,0.0348258706468,0.0149253731343,0.000397242786262,7.0,0,3.0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,10.0,0,10.0,0,0,0
PocketHistory,database,history,5.0,1,0.208955223881,0.129353233831,0.0796019900498,0.00334939615635,26.0,0,16.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.0,0,3.0,1.0,0,0
TweetsofOld,database,history,5.0,1,0.213930348259,0.109452736318,0.10447761194,0.00298229770352,22.0,0,21.0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,7.0,1.0,7.0,0,1.0,0
sql_joker,database,history,5.0,1,0.129353233831,0.0597014925373,0.0696517412935,0.00760310600885,12.0,0,14.0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0
markgunnels,database,history,5.0,1,0.00497512437811,0.0,0.00497512437811,0.0,0,0,1.0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0
HistoryCompass,database,history,5.0,1,0.427860696517,0.218905472637,0.208955223881,0.00254570433678,44.0,0,42.0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,2.0,0,2.0,0,0,0
librarycongress,database,history,5.0,5,0.194029850746,0.194029850746,0.0,0.0,39.0,0,0,0,0.0298507462687,0.0298507462687,0.0,0.0,20.0,0,20.0,0,0,0,2.0,1.0,2.0,0,1.0,0
TimesArchive,database,history,5.0,1,0.502487562189,0.218905472637,0.283582089552,0.010876660597,44.0,0,57.0,0,0.0696517412935,0.0199004975124,0.0497512437811,0.00509127176599,11.0,12.0,11.0,0,12.0,0,15.0,2.0,15.0,0,2.0,0
TheHistoryBrew,database,history,5.0,2,0.238805970149,0.119402985075,0.119402985075,0.000413280931239,24.0,0,24.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.0,0,3.0,0,0,0
MySQLatFacebook,database,history,5.0,1,0.0398009950249,0.0398009950249,0.0,0.0,8.0,0,0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,8.0,0,8.0,0,0,0
way0utwest,database,history,5.0,1,0.164179104478,0.089552238806,0.0746268656716,0.0191234511151,18.0,0,14.0,1.0,0.149253731343,0.0796019900498,0.0696517412935,0.00254080320271,360.0,396.0,360.0,0,396.0,0,16.0,26.0,16.0,0,26.0,0
NASAhistory,database,history,5.0,2,0.0497512437811,0.044776119403,0.00497512437811,0.00278536822709,8.0,1.0,1.0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,6.0,0,2.0,4.0,0,0
arjenlentz,database,history,5.0,1,0.089552238806,0.0398009950249,0.0497512437811,0.000319916038389,8.0,0,10.0,0,0.00995024875622,0.00995024875622,0.0,0.0,2.0,0,2.0,0,0,0,0,2.0,0,0,2.0,0
DBArchitechs,database,history,5.0,1,0.089552238806,0.0398009950249,0.0497512437811,0.00266457035648,8.0,0,10.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
RealTimeWWII,database,history,5.0,1,0.248756218905,0.10447761194,0.144278606965,0.21683283633,17.0,4.0,29.0,0,0.0199004975124,0.0199004975124,0.0,0.0,5.0,0,4.0,1.0,0,0,47.0,0,47.0,0,0,0
MySQLExpert,database,history,5.0,1,0.119402985075,0.0497512437811,0.0696517412935,0.00046021721559,10.0,0,14.0,0,0.0199004975124,0.0149253731343,0.00497512437811,0.0,3.0,1.0,3.0,0,1.0,0,0,14.0,0,0,14.0,0
sqlfool,database,history,5.0,1,0.144278606965,0.0696517412935,0.0746268656716,0.000774360437756,14.0,0,15.0,0,0.119402985075,0.0497512437811,0.0696517412935,0.00319174214153,39.0,350.0,39.0,0,350.0,0,49.0,6.0,49.0,0,6.0,0
News_MySQL,database,history,5.0,1,0.149253731343,0.0497512437811,0.0995024875622,0.00419006915615,10.0,0,20.0,0,0.0298507462687,0.0,0.0298507462687,0.0,0,11.0,0,0,11.0,0,6.0,0,6.0,0,0,0
historynetwork,database,history,5.0,1,0.308457711443,0.194029850746,0.114427860697,0.000581940616043,39.0,0,23.0,0,0.0149253731343,0.00497512437811,0.00995024875622,0.000641861041115,1.0,2.0,1.0,0,2.0,0,4.0,20.0,4.0,0,20.0,0
clusterdb,database,history,5.0,1,0.0646766169154,0.044776119403,0.0199004975124,6.43993411882e-05,9.0,0,4.0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,0,19.0,0,0,19.0,0
DBA_MAN,database,history,5.0,1,0.0398009950249,0.0298507462687,0.00995024875622,0.00248712339389,6.0,0,2.0,0,0.0248756218905,0.00497512437811,0.0199004975124,0.00166666666667,1.0,47.0,1.0,0,47.0,0,0,1.0,0,0,1.0,0
worldhistory,database,history,5.0,1,0.393034825871,0.18407960199,0.208955223881,0.00758352026031,37.0,0,42.0,0,0.0398009950249,0.0199004975124,0.0199004975124,0.00339137016936,4.0,5.0,4.0,0,5.0,0,0,0,0,0,0,0
WorldHistory101,database,history,5.0,1,0.18407960199,0.089552238806,0.0945273631841,0.000170466418452,18.0,0,19.0,0,0.0149253731343,0.00497512437811,0.00995024875622,0.000182273158019,2.0,5.0,2.0,0,5.0,0,5.0,11.0,5.0,0,11.0,0
publichistorian,database,history,5.0,1,0.313432835821,0.164179104478,0.149253731343,0.00371259027734,33.0,0,30.0,0,0.044776119403,0.0348258706468,0.00995024875622,0.00104310159161,14.0,4.0,14.0,0,4.0,0,1.0,8.0,1.0,0,8.0,0
mysql_librarian,database,history,5.0,1,0.0597014925373,0.0398009950249,0.0199004975124,5.13658415995e-05,8.0,0,4.0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0
cambUP_History,database,history,5.0,2,0.701492537313,0.218905472637,0.482587064677,0.0254033622626,44.0,0,97.0,0,0.0199004975124,0.00497512437811,0.0149253731343,0.00196517412935,1.0,3.0,1.0,0,3.0,0,13.0,0,13.0,0,0,0
oracletechnet,database,history,5.0,2,0.164179104478,0.10447761194,0.0597014925373,0.00663915300909,21.0,0,12.0,0,0.0696517412935,0.044776119403,0.0248756218905,0.00825920399155,46.0,15.0,46.0,0,15.0,0,87.0,20.0,87.0,0,20.0,0
HistoryChannel,database,history,5.0,3,0.477611940299,0.253731343284,0.223880597015,0.00256291912771,51.0,0,45.0,0,0.0248756218905,0.0248756218905,0.0,0.0,5.0,0,5.0,0,0,0,3.0,0,3.0,0,0,0
mathias_mongo,database,history,5.0,1,0.0199004975124,0.00995024875622,0.00995024875622,4.21193669809e-05,2.0,0,2.0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,0,19.0,0,0,19.0,0
historyfaculty,database,history,5.0,1,0.73631840796,0.318407960199,0.417910447761,0.0101534597887,64.0,0,84.0,0,0.0547263681592,0.0298507462687,0.0248756218905,0.00955254059666,14.0,11.0,14.0,0,11.0,0,12.0,42.0,12.0,0,42.0,0
EnterpriseDB,database,history,5.0,1,0.134328358209,0.0547263681592,0.0796019900498,0.00642797534958,11.0,0,16.0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,16.0,15.0,16.0,0,15.0,0
cassandra,database,history,5.0,1,0.0248756218905,0.0248756218905,0.0,0.0,5.0,0,0,0,0.00995024875622,0.00995024875622,0.0,0.0,2.0,0,2.0,0,0,0,3.0,0,3.0,0,0,0
dnene,database,history,5.0,1,0.0149253731343,0.00995024875622,0.00497512437811,0.0,2.0,0,1.0,0,0.0199004975124,0.0149253731343,0.00497512437811,4.97512437811e-05,87.0,94.0,87.0,0,94.0,0,5.0,17.0,5.0,0,17.0,0
myHNN,database,history,5.0,1,0.228855721393,0.139303482587,0.089552238806,0.000736366673458,28.0,0,18.0,0,0.0298507462687,0.00995024875622,0.0199004975124,0.000722725657427,3.0,4.0,3.0,0,4.0,0,1.0,6.0,1.0,0,6.0,0
HistoryCenter,database,history,5.0,1,0.238805970149,0.169154228856,0.0696517412935,0.000378299622621,34.0,0,14.0,0,0.0149253731343,0.00497512437811,0.00995024875622,0.000149253731343,1.0,2.0,1.0,0,2.0,0,2.0,2.0,2.0,0,2.0,0
MissedinHistory,database,history,5.0,1,0.218905472637,0.0796019900498,0.139303482587,0.00405546648552,16.0,0,28.0,0,0.0199004975124,0.0,0.0199004975124,0.0,0,6.0,0,0,6.0,0,0,29.0,0,0,29.0,0
BISoftwareNews,database,history,5.0,1,0.0547263681592,0.0298507462687,0.0248756218905,0.00236476581151,6.0,0,5.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
MedievalWorld,database,history,5.0,1,0.44776119403,0.154228855721,0.293532338308,0.00163545769842,31.0,0,59.0,0,0.0845771144279,0.0298507462687,0.0547263681592,0.00446395404582,106.0,105.0,106.0,0,105.0,0,17.0,90.0,17.0,0,90.0,0
WWarII,database,history,5.0,1,0.55223880597,0.208955223881,0.34328358209,0.00283936093801,42.0,0,69.0,0,0.0646766169154,0.0199004975124,0.044776119403,0.0148478717856,4.0,57.0,4.0,0,57.0,0,3.0,8.0,3.0,0,8.0,0
historyscientis,database,history,5.0,1,0.507462686567,0.164179104478,0.34328358209,0.00202947966943,33.0,0,69.0,0,0.044776119403,0.0248756218905,0.0199004975124,0.00142914916027,5.0,9.0,5.0,0,9.0,0,1.0,5.0,1.0,0,5.0,0
History_Now,database,history,5.0,1,0.26368159204,0.1592039801,0.10447761194,0.00422568576366,32.0,0,21.0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,0,5.0,0,0,5.0,0
timelines,database,history,5.0,1,0.537313432836,0.144278606965,0.393034825871,0.00226744104921,29.0,0,79.0,0,0.0199004975124,0.0149253731343,0.00497512437811,0.000575374045523,5.0,4.0,5.0,0,4.0,0,8.0,43.0,8.0,0,43.0,0
BibliOdyssey,database,history,5.0,1,0.0845771144279,0.0746268656716,0.00995024875622,8.02767209703e-06,15.0,0,2.0,0,0.0298507462687,0.0199004975124,0.00995024875622,0.000300284292822,9.0,2.0,9.0,0,2.0,0,3.0,10.0,3.0,0,10.0,0
Historyday,database,history,5.0,1,0.562189054726,0.26368159204,0.298507462687,0.00560094466256,53.0,0,60.0,0,0.0298507462687,0.0149253731343,0.0149253731343,0.00160300246286,5.0,3.0,5.0,0,3.0,0,30.0,0,30.0,0,0,0
SmartDataCo,database,history,5.0,1,0.129353233831,0.0597014925373,0.0696517412935,0.00613983970974,12.0,0,14.0,0,0.00995024875622,0.00497512437811,0.00497512437811,0.0,2.0,1.0,2.0,0,1.0,0,8.0,1.0,8.0,0,1.0,0
history_book,database,history,5.0,1,0.174129353234,0.174129353234,0.0,0.0,35.0,0,0,0,0.0149253731343,0.0149253731343,0.0,0.0,4.0,0,4.0,0,0,0,0,0,0,0,0,0
SQLvariant,database,history,5.0,1,0.119402985075,0.0696517412935,0.0497512437811,3.35280576801e-05,14.0,0,10.0,0,0.139303482587,0.0746268656716,0.0646766169154,0.00286805122338,242.0,289.0,242.0,0,289.0,0,17.0,19.0,17.0,0,19.0,0
SmithsonianMag,database,history,5.0,2,0.194029850746,0.119402985075,0.0746268656716,0.000680493954869,24.0,0,15.0,0,0.0298507462687,0.0199004975124,0.00995024875622,0.00127368209458,9.0,4.0,9.0,0,4.0,0,28.0,97.0,28.0,0,97.0,0
SQLPoolBoy,database,history,5.0,1,0.208955223881,0.109452736318,0.0995024875622,0.00768645638314,22.0,0,20.0,0,0.139303482587,0.0696517412935,0.0696517412935,0.000630803393122,402.0,642.0,402.0,0,642.0,0,8.0,3.0,8.0,0,3.0,0
thrudb,database,history,5.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
SQLChicken,database,history,5.0,1,0.218905472637,0.109452736318,0.109452736318,0.0349260995531,22.0,0,21.0,1.0,0.194029850746,0.0945273631841,0.0995024875622,0.0154681523565,313.0,285.0,313.0,0,284.0,1.0,14.0,195.0,14.0,0,195.0,0
IBM_DB2,database,history,5.0,1,0.0497512437811,0.0248756218905,0.0248756218905,0.00056793739537,5.0,0,5.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,8.0,1.0,0,8.0,0
connecthistory,database,history,5.0,1,0.174129353234,0.119402985075,0.0547263681592,0.00108343654398,24.0,0,11.0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,5.0,6.0,5.0,0,6.0,0
tannerritchie,database,history,5.0,1,0.542288557214,0.189054726368,0.353233830846,0.00286841345081,38.0,0,71.0,0,0.00995024875622,0.0,0.00995024875622,0.0,0,2.0,0,0,2.0,0,5.0,0,4.0,1.0,0,0
AnneBoleynFiles,database,history,5.0,1,0.353233830846,0.0995024875622,0.253731343284,0.000630502081216,20.0,0,51.0,0,0.0696517412935,0.0298507462687,0.0398009950249,0.00268753216997,8.0,14.0,8.0,0,14.0,0,6.0,20.0,6.0,0,20.0,0
evbvd,rugby,composer,6.0,1,0.363184079602,0.174129353234,0.189054726368,0.000940338097634,35.0,0,38.0,0,0.10447761194,0.0597014925373,0.044776119403,0.000444624152177,20.0,10.0,20.0,0,10.0,0,5.0,2.0,5.0,0,2.0,0
LionsRugbyTeam,rugby,composer,6.0,1,0.199004975124,0.0746268656716,0.124378109453,0.00596047096015,15.0,0,25.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
OscarBettison,rugby,composer,6.0,1,0.393034825871,0.248756218905,0.144278606965,0.00115140963328,50.0,0,29.0,0,0.353233830846,0.18407960199,0.169154228856,0.0128593215158,424.0,476.0,424.0,0,476.0,0,43.0,2.0,43.0,0,2.0,0
TelegraphRugby,rugby,composer,6.0,1,0.338308457711,0.114427860697,0.223880597015,0.0203370790973,23.0,0,45.0,0,0.0298507462687,0.0248756218905,0.00497512437811,3.67205348549e-05,5.0,2.0,5.0,0,2.0,0,17.0,1.0,17.0,0,1.0,0
susmanmusic,rugby,composer,6.0,1,0.253731343284,0.134328358209,0.119402985075,0.000404231390064,27.0,0,24.0,0,0.139303482587,0.0348258706468,0.10447761194,0.00336537406399,13.0,53.0,13.0,0,53.0,0,3.0,0,3.0,0,0,0
tonysolitro,rugby,composer,6.0,1,0.353233830846,0.129353233831,0.223880597015,0.0309723646363,26.0,0,43.0,2.0,0.0845771144279,0.0348258706468,0.0497512437811,0.14872507538,12.0,29.0,12.0,0,28.0,1.0,0,6.0,0,0,5.0,1.0
dstowd,rugby,composer,6.0,1,0.124378109453,0.0597014925373,0.0646766169154,7.0650403198e-05,12.0,0,13.0,0,0.0149253731343,0.00995024875622,0.00497512437811,0.0,2.0,2.0,2.0,0,2.0,0,0,0,0,0,0,0
NickWritesMusic,rugby,composer,6.0,1,0.303482587065,0.124378109453,0.179104477612,0.000242647091598,25.0,0,36.0,0,0.164179104478,0.0945273631841,0.0696517412935,0.00148688824369,429.0,118.0,429.0,0,118.0,0,2.0,61.0,2.0,0,61.0,0
TomVoyce,rugby,composer,6.0,1,0.0945273631841,0.0646766169154,0.0298507462687,3.67723891638e-05,13.0,0,6.0,0,0.0845771144279,0.0348258706468,0.0497512437811,0.000175249747463,39.0,89.0,39.0,0,89.0,0,4.0,19.0,4.0,0,19.0,0
nallet,rugby,composer,6.0,1,0.0248756218905,0.0199004975124,0.00497512437811,0.0,4.0,0,1.0,0,0.00995024875622,0.00497512437811,0.00497512437811,0.0,5.0,4.0,5.0,0,4.0,0,5.0,3.0,5.0,0,3.0,0
samwarburton_,rugby,composer,6.0,1,0.114427860697,0.0945273631841,0.0199004975124,0.000123481955786,19.0,0,4.0,0,0.044776119403,0.0348258706468,0.00995024875622,2.46906493175e-05,32.0,12.0,32.0,0,12.0,0,15.0,7.0,15.0,0,7.0,0
alexgardner,rugby,composer,6.0,1,0.55223880597,0.293532338308,0.258706467662,0.00492517158972,59.0,0,52.0,0,0.363184079602,0.179104477612,0.18407960199,0.00726020549521,332.0,545.0,332.0,0,545.0,0,48.0,13.0,48.0,0,13.0,0
joshlewsey,rugby,composer,6.0,1,0.0646766169154,0.0646766169154,0.0,0.0,13.0,0,0,0,0.0149253731343,0.0149253731343,0.0,0.0,3.0,0,3.0,0,0,0,1.0,0,1.0,0,0,0
BryanHabana,rugby,composer,6.0,1,0.353233830846,0.213930348259,0.139303482587,0.00880866447935,43.0,0,28.0,0,0.218905472637,0.10447761194,0.114427860697,0.0142936939968,92.0,96.0,92.0,0,96.0,0,24.0,41.0,24.0,0,41.0,0
mrnickharvey,rugby,composer,6.0,1,0.0796019900498,0.0497512437811,0.0298507462687,0.000149151298261,10.0,0,6.0,0,0.0497512437811,0.0398009950249,0.00995024875622,4.02041411319e-05,301.0,4.0,301.0,0,4.0,0,18.0,0,18.0,0,0,0
Rugbyworldmag,rugby,composer,6.0,1,0.497512437811,0.134328358209,0.363184079602,0.0390055754493,27.0,0,73.0,0,0.208955223881,0.0845771144279,0.124378109453,0.00779583200113,28.0,51.0,28.0,0,51.0,0,16.0,55.0,16.0,0,55.0,0
danielgilliam,rugby,composer,6.0,1,0.298507462687,0.154228855721,0.144278606965,0.000770225448857,31.0,0,29.0,0,0.203980099502,0.0746268656716,0.129353233831,0.00204834715174,110.0,228.0,110.0,0,228.0,0,9.0,26.0,9.0,0,26.0,0
ugomonye,rugby,composer,6.0,1,0.273631840796,0.169154228856,0.10447761194,0.00616763624388,34.0,0,21.0,0,0.268656716418,0.149253731343,0.119402985075,0.00995620939277,367.0,269.0,367.0,0,269.0,0,22.0,16.0,22.0,0,16.0,0
IamAustinHealey,rugby,composer,6.0,1,0.149253731343,0.129353233831,0.0199004975124,0.000923127468827,26.0,0,4.0,0,0.129353233831,0.0696517412935,0.0597014925373,0.00154869407271,144.0,170.0,144.0,0,170.0,0,18.0,6.0,18.0,0,6.0,0
LoteTuqiri,rugby,composer,6.0,1,0.308457711443,0.189054726368,0.119402985075,0.00513880918787,38.0,0,24.0,0,0.179104477612,0.0995024875622,0.0796019900498,0.00636320845098,303.0,161.0,303.0,0,161.0,0,0,6.0,0,0,6.0,0
barry961,rugby,composer,6.0,1,0.402985074627,0.124378109453,0.278606965174,0.0115091090631,25.0,0,56.0,0,0.0696517412935,0.00995024875622,0.0597014925373,0.00297061732842,2.0,25.0,2.0,0,25.0,0,1.0,2.0,1.0,0,2.0,0
Ewen_McKenzie,rugby,composer,6.0,1,0.144278606965,0.109452736318,0.0348258706468,0.000399794969893,22.0,0,7.0,0,0.0995024875622,0.044776119403,0.0547263681592,0.0056293912356,147.0,77.0,147.0,0,77.0,0,1.0,1.0,1.0,0,1.0,0
MylesMarlow,rugby,composer,6.0,1,0.233830845771,0.124378109453,0.109452736318,0.280609270501,24.0,1.0,21.0,1.0,0.00995024875622,0.00497512437811,0.00497512437811,7.73908236595e-06,1.0,1.0,1.0,0,1.0,0,5.0,0,5.0,0,0,0
George_North,rugby,composer,6.0,1,0.149253731343,0.0995024875622,0.0497512437811,0.00071912474721,20.0,0,10.0,0,0.0746268656716,0.0348258706468,0.0398009950249,0.000670777339257,20.0,23.0,20.0,0,23.0,0,4.0,7.0,4.0,0,7.0,0
pianistcomposer,rugby,composer,6.0,1,0.238805970149,0.144278606965,0.0945273631841,0.00342578052141,29.0,0,19.0,0,0.0746268656716,0.0398009950249,0.0348258706468,0.000110715015296,15.0,19.0,15.0,0,19.0,0,5.0,0,5.0,0,0,0
noony_13,rugby,composer,6.0,1,0.1592039801,0.0746268656716,0.0845771144279,0.00146177098382,15.0,0,17.0,0,0.139303482587,0.0646766169154,0.0746268656716,0.0020898341448,215.0,167.0,215.0,0,167.0,0,20.0,3.0,20.0,0,3.0,0
ScottQuinnell,rugby,composer,6.0,1,0.253731343284,0.149253731343,0.10447761194,0.00833673912357,30.0,0,21.0,0,0.0945273631841,0.0497512437811,0.044776119403,0.0021816627076,29.0,63.0,29.0,0,63.0,0,22.0,5.0,22.0,0,5.0,0
RonanOGara10,rugby,composer,6.0,1,0.233830845771,0.129353233831,0.10447761194,0.00513868845414,26.0,0,21.0,0,0.0796019900498,0.044776119403,0.0348258706468,0.000825322099897,11.0,7.0,11.0,0,7.0,0,12.0,1.0,12.0,0,1.0,0
rugbyworldcup,rugby,composer,6.0,1,0.52736318408,0.144278606965,0.383084577114,0.182906497246,28.0,1.0,77.0,0,0.0646766169154,0.0398009950249,0.0248756218905,0.0697926695325,25.0,5.0,20.0,5.0,5.0,0,51.0,13.0,51.0,0,13.0,0
jmgerraughty,rugby,composer,6.0,1,0.661691542289,0.253731343284,0.407960199005,0.0257588661741,51.0,0,82.0,0,0.407960199005,0.208955223881,0.199004975124,0.0601308454232,546.0,450.0,546.0,0,450.0,0,9.0,6.0,9.0,0,6.0,0
dannycare,rugby,composer,6.0,1,0.253731343284,0.154228855721,0.0995024875622,0.0018658463418,31.0,0,20.0,0,0.194029850746,0.0845771144279,0.109452736318,0.00265489674564,182.0,251.0,182.0,0,251.0,0,24.0,14.0,24.0,0,14.0,0
myearsareopen,rugby,composer,6.0,1,0.746268656716,0.348258706468,0.398009950249,0.0390021799876,70.0,0,80.0,0,0.283582089552,0.109452736318,0.174129353234,0.00366879289192,73.0,125.0,73.0,0,125.0,0,23.0,22.0,23.0,0,22.0,0
duYun,rugby,composer,6.0,1,0.313432835821,0.208955223881,0.10447761194,0.000769473819499,42.0,0,21.0,0,0.144278606965,0.0646766169154,0.0796019900498,0.000294514872277,46.0,69.0,46.0,0,69.0,0,21.0,8.0,21.0,0,8.0,0
