Name,Group1,Group2,Number_between_ties,Competing_lists,FF_bin_degree,FF_bin_in_degree,FF_bin_out_degree,FF_bin_betweeness,FF_own_group_in_volume,FF_other_group_in_volume,FF_own_group_out_volume,FF_other_group_out_volume,AT_bin_degree,AT_bin_in_degree,AT_bin_out_degree,AT_bin_betweeness,AT_volume_in,AT_volume_out,AT_own_group_in_volume,AT_other_group_in_volume,AT_own_group_out_volume,AT_other_group_out_volume,RT_total_volume_in,RT_total_volume_out,RT_own_group_in_volume,RT_other_group_in_volume,RT_own_group_out_volume,RT_other_group_out_volume
mattcohler,investor,comedy_funny,253.0,1,0.238805970149,0.189054726368,0.0497512437811,0.0034785186877,38.0,0,8.0,2.0,0.0298507462687,0.0149253731343,0.0149253731343,0.00183807845527,10.0,3.0,10.0,0,2.0,1.0,15.0,14.0,15.0,0,14.0,0
JudahWorldChamp,investor,comedy_funny,253.0,1,0.179104477612,0.0995024875622,0.0796019900498,0.000815028691791,19.0,1.0,16.0,0,0.0398009950249,0.0,0.0398009950249,0.0,0,8.0,0,0,8.0,0,2.0,0,2.0,0,0,0
EugeneMirman,investor,comedy_funny,253.0,2,0.407960199005,0.189054726368,0.218905472637,0.001824877059,38.0,0,44.0,0,0.129353233831,0.0348258706468,0.0945273631841,0.00413926276904,13.0,70.0,13.0,0,70.0,0,44.0,40.0,44.0,0,40.0,0
pkedrosky,investor,comedy_funny,253.0,3,0.303482587065,0.208955223881,0.0945273631841,0.00185872830348,42.0,0,19.0,0,0.26368159204,0.179104477612,0.0845771144279,0.0186421528763,404.0,82.0,404.0,0,82.0,0,19.0,58.0,19.0,0,57.0,1.0
GCTProperties,investor,comedy_funny,253.0,2,0.10447761194,0.0497512437811,0.0547263681592,0.0174641406044,10.0,0,11.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
JimGaffigan,investor,comedy_funny,253.0,2,0.557213930348,0.228855721393,0.328358208955,0.00737554273218,46.0,0,66.0,0,0.0796019900498,0.0348258706468,0.044776119403,0.00944430574114,9.0,19.0,9.0,0,19.0,0,9.0,4.0,8.0,1.0,4.0,0
timheidecker,investor,comedy_funny,253.0,1,0.278606965174,0.1592039801,0.119402985075,0.000687702648222,32.0,0,24.0,0,0.119402985075,0.0646766169154,0.0547263681592,0.00542423744937,51.0,38.0,51.0,0,38.0,0,42.0,77.0,42.0,0,77.0,0
bgurley,investor,comedy_funny,253.0,1,0.328358208955,0.243781094527,0.0845771144279,0.00735968774971,49.0,0,14.0,3.0,0.119402985075,0.0845771144279,0.0348258706468,0.00667446448952,28.0,11.0,28.0,0,11.0,0,66.0,52.0,66.0,0,51.0,1.0
StephenAtHome,investor,comedy_funny,253.0,4,0.228855721393,0.228855721393,0.0,0.0,35.0,11.0,0,0,0.00995024875622,0.00995024875622,0.0,0.0,3.0,0,1.0,2.0,0,0,9.0,0,4.0,5.0,0,0
pattonoswalt,investor,comedy_funny,253.0,2,0.636815920398,0.298507462687,0.338308457711,0.0138021390703,57.0,3.0,68.0,0,0.149253731343,0.119402985075,0.0298507462687,0.0130204520549,56.0,20.0,54.0,2.0,20.0,0,24.0,45.0,21.0,3.0,45.0,0
ryanspoon,investor,comedy_funny,253.0,1,0.482587064677,0.089552238806,0.393034825871,0.0258458006367,17.0,1.0,65.0,14.0,0.149253731343,0.0547263681592,0.0945273631841,0.00071305627099,75.0,143.0,75.0,0,143.0,0,28.0,13.0,28.0,0,11.0,2.0
louisck,investor,comedy_funny,253.0,1,0.278606965174,0.278606965174,0.0,0.0,51.0,5.0,0,0,0.0298507462687,0.0298507462687,0.0,0.0,7.0,0,7.0,0,0,0,8.0,0,8.0,0,0,0
TheDailyShow,investor,comedy_funny,253.0,1,0.129353233831,0.0746268656716,0.0547263681592,0.00296223659522,8.0,7.0,11.0,0,0.0149253731343,0.00497512437811,0.00995024875622,0.00193144121829,1.0,4.0,0,1.0,4.0,0,10.0,9.0,5.0,5.0,9.0,0
STEG343,investor,comedy_funny,253.0,1,0.129353233831,0.0149253731343,0.114427860697,0.0133907126224,3.0,0,9.0,14.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
simonpegg,investor,comedy_funny,253.0,5,0.36815920398,0.199004975124,0.169154228856,0.00482019549743,39.0,1.0,34.0,0,0.0547263681592,0.0348258706468,0.0199004975124,0.0118586656649,31.0,32.0,31.0,0,32.0,0,26.0,3.0,26.0,0,3.0,0
karl,investor,comedy_funny,253.0,1,0.228855721393,0.0497512437811,0.179104477612,0.000647276977941,10.0,0,36.0,0,0.109452736318,0.0199004975124,0.089552238806,0.000324089283456,10.0,36.0,10.0,0,36.0,0,4.0,5.0,4.0,0,5.0,0
iamcolinquinn,investor,comedy_funny,253.0,2,0.407960199005,0.124378109453,0.283582089552,0.0015978945843,25.0,0,57.0,0,0.0497512437811,0.0348258706468,0.0149253731343,0.000130355794138,16.0,5.0,16.0,0,5.0,0,23.0,3.0,23.0,0,3.0,0
joshuahamm,investor,comedy_funny,253.0,1,0.0497512437811,0.0248756218905,0.0248756218905,0.00635953334949,5.0,0,5.0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0
RobRiggle,investor,comedy_funny,253.0,2,0.248756218905,0.154228855721,0.0945273631841,0.000484712832495,31.0,0,19.0,0,0.0298507462687,0.0149253731343,0.0149253731343,0.000162455045862,6.0,3.0,6.0,0,3.0,0,4.0,0,4.0,0,0,0
bhorowitz,investor,comedy_funny,253.0,1,0.199004975124,0.169154228856,0.0298507462687,0.000905377523927,34.0,0,5.0,1.0,0.044776119403,0.0398009950249,0.00497512437811,8.39604586495e-06,12.0,4.0,12.0,0,4.0,0,7.0,2.0,7.0,0,2.0,0
investinghead,investor,comedy_funny,253.0,1,0.044776119403,0.0199004975124,0.0248756218905,0.00884560481301,4.0,0,5.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
thebrianposehn,investor,comedy_funny,253.0,1,0.373134328358,0.169154228856,0.203980099502,0.0034326721112,33.0,1.0,41.0,0,0.124378109453,0.0348258706468,0.089552238806,0.00594147678642,8.0,56.0,8.0,0,56.0,0,12.0,6.0,12.0,0,6.0,0
Andy_Richter,investor,comedy_funny,253.0,1,0.323383084577,0.169154228856,0.154228855721,0.00204535798034,33.0,1.0,31.0,0,0.144278606965,0.0497512437811,0.0945273631841,0.0121991993894,24.0,80.0,24.0,0,80.0,0,21.0,45.0,21.0,0,45.0,0
altgate,investor,comedy_funny,253.0,1,0.248756218905,0.0597014925373,0.189054726368,0.00110421095788,12.0,0,32.0,6.0,0.134328358209,0.0248756218905,0.109452736318,0.000425623051579,11.0,121.0,11.0,0,121.0,0,15.0,28.0,15.0,0,28.0,0
BrinsJohn,investor,comedy_funny,253.0,1,0.0199004975124,0.00995024875622,0.00995024875622,2.48756218905e-05,2.0,0,2.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
bijan,investor,comedy_funny,253.0,1,0.427860696517,0.218905472637,0.208955223881,0.00869777540078,44.0,0,32.0,10.0,0.243781094527,0.139303482587,0.10447761194,0.00829476004593,118.0,66.0,118.0,0,66.0,0,32.0,12.0,32.0,0,12.0,0
paulg,investor,comedy_funny,253.0,1,0.338308457711,0.278606965174,0.0597014925373,0.00905316515225,56.0,0,11.0,1.0,0.044776119403,0.044776119403,0.0,0.0,13.0,0,13.0,0,0,0,34.0,0,34.0,0,0,0
kevin_nealon,investor,comedy_funny,253.0,2,0.34328358209,0.179104477612,0.164179104478,0.00466748940656,31.0,5.0,33.0,0,0.0398009950249,0.0199004975124,0.0199004975124,0.000529926892945,7.0,4.0,7.0,0,4.0,0,7.0,2.0,5.0,2.0,2.0,0
nealbrennan,investor,comedy_funny,253.0,1,0.303482587065,0.134328358209,0.169154228856,0.00312103810914,27.0,0,34.0,0,0.124378109453,0.0696517412935,0.0547263681592,0.0293208569583,28.0,22.0,27.0,1.0,22.0,0,23.0,22.0,23.0,0,22.0,0
DanaJGould,investor,comedy_funny,253.0,2,0.323383084577,0.169154228856,0.154228855721,0.0012147426145,34.0,0,31.0,0,0.0497512437811,0.0298507462687,0.0199004975124,0.000645829366234,14.0,9.0,14.0,0,9.0,0,13.0,2.0,13.0,0,2.0,0
DFWBuyer,investor,comedy_funny,253.0,1,0.0199004975124,0.00995024875622,0.00995024875622,0.000632007127289,2.0,0,2.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
WhitneyCummings,investor,comedy_funny,253.0,2,0.278606965174,0.164179104478,0.114427860697,0.00563680105034,31.0,2.0,23.0,0,0.0945273631841,0.0348258706468,0.0597014925373,0.00736916440725,26.0,69.0,26.0,0,69.0,0,6.0,2.0,4.0,2.0,2.0,0
K9Ventures,investor,comedy_funny,253.0,1,0.0497512437811,0.044776119403,0.00497512437811,2.48756218905e-06,9.0,0,1.0,0,0.0497512437811,0.00497512437811,0.044776119403,1.70831448817e-05,9.0,13.0,9.0,0,13.0,0,3.0,2.0,3.0,0,2.0,0
firstround,investor,comedy_funny,253.0,1,0.189054726368,0.1592039801,0.0298507462687,0.00922851140076,32.0,0,6.0,0,0.089552238806,0.0696517412935,0.0199004975124,4.94427961053e-05,130.0,9.0,130.0,0,9.0,0,60.0,36.0,60.0,0,36.0,0
timminchin,investor,comedy_funny,253.0,1,0.179104477612,0.089552238806,0.089552238806,0.00068659260083,18.0,0,18.0,0,0.0398009950249,0.0398009950249,0.0,0.0,11.0,0,11.0,0,0,0,0,6.0,0,0,6.0,0
RealMattLucas,investor,comedy_funny,253.0,1,0.109452736318,0.109452736318,0.0,0.0,22.0,0,0,0,0.0348258706468,0.0149253731343,0.0199004975124,0.00431931066029,5.0,4.0,5.0,0,4.0,0,1.0,8.0,1.0,0,8.0,0
RobBrydon,investor,comedy_funny,253.0,1,0.149253731343,0.0796019900498,0.0696517412935,0.000292834748186,16.0,0,14.0,0,0.0597014925373,0.0149253731343,0.044776119403,0.00528056634208,8.0,23.0,8.0,0,23.0,0,4.0,8.0,4.0,0,8.0,0
michaelianblack,investor,comedy_funny,253.0,3,0.44776119403,0.223880597015,0.223880597015,0.00595387101259,41.0,4.0,45.0,0,0.208955223881,0.0945273631841,0.114427860697,0.0204087060206,177.0,147.0,177.0,0,147.0,0,19.0,68.0,19.0,0,68.0,0
GreylockVC,investor,comedy_funny,253.0,1,0.208955223881,0.0646766169154,0.144278606965,0.000318546242435,13.0,0,29.0,0,0.0199004975124,0.00497512437811,0.0149253731343,8.29187396352e-06,1.0,31.0,1.0,0,31.0,0,19.0,18.0,19.0,0,18.0,0
RealGilbert,investor,comedy_funny,253.0,1,0.432835820896,0.0696517412935,0.363184079602,0.00561014832908,14.0,0,72.0,1.0,0.0547263681592,0.0,0.0547263681592,0.0,0,32.0,0,0,32.0,0,5.0,0,5.0,0,0,0
morgan_murphy,investor,comedy_funny,253.0,1,0.532338308458,0.218905472637,0.313432835821,0.00491189497034,44.0,0,63.0,0,0.203980099502,0.0945273631841,0.109452736318,0.0171372720612,95.0,85.0,95.0,0,85.0,0,11.0,68.0,11.0,0,68.0,0
realrossnoble,investor,comedy_funny,253.0,1,0.278606965174,0.0646766169154,0.213930348259,0.00305967071602,13.0,0,43.0,0,0.0696517412935,0.0298507462687,0.0398009950249,0.00648429197953,6.0,13.0,6.0,0,13.0,0,2.0,0,2.0,0,0,0
eddieizzard,investor,comedy_funny,253.0,3,0.293532338308,0.174129353234,0.119402985075,0.00441381922332,34.0,1.0,24.0,0,0.0298507462687,0.0199004975124,0.00995024875622,0.00239651226417,4.0,2.0,4.0,0,2.0,0,6.0,3.0,6.0,0,3.0,0
robgo,investor,comedy_funny,253.0,1,0.323383084577,0.134328358209,0.189054726368,0.000722012537062,27.0,0,38.0,0,0.273631840796,0.124378109453,0.149253731343,0.00571813116153,70.0,228.0,70.0,0,228.0,0,40.0,63.0,40.0,0,63.0,0
rainnwilson,investor,comedy_funny,253.0,3,0.363184079602,0.213930348259,0.149253731343,0.00647514204383,35.0,8.0,30.0,0,0.0646766169154,0.0646766169154,0.0,0.0,18.0,0,16.0,2.0,0,0,7.0,18.0,6.0,1.0,18.0,0
rabois,investor,comedy_funny,253.0,1,0.323383084577,0.199004975124,0.124378109453,0.00259379058923,40.0,0,25.0,0,0.228855721393,0.129353233831,0.0995024875622,0.0135990057124,174.0,91.0,174.0,0,91.0,0,11.0,224.0,11.0,0,224.0,0
alyankovic,investor,comedy_funny,253.0,2,0.412935323383,0.194029850746,0.218905472637,0.00314246502324,37.0,2.0,44.0,0,0.129353233831,0.0646766169154,0.0646766169154,0.0114947675323,31.0,28.0,31.0,0,28.0,0,21.0,18.0,21.0,0,18.0,0
sacca,investor,comedy_funny,253.0,2,0.557213930348,0.308457711443,0.248756218905,0.116489453231,56.0,6.0,29.0,21.0,0.348258706468,0.213930348259,0.134328358209,0.283754895604,314.0,133.0,311.0,3.0,120.0,13.0,50.0,78.0,50.0,0,60.0,18.0
bryce,investor,comedy_funny,253.0,1,0.427860696517,0.238805970149,0.189054726368,0.024170305877,47.0,1.0,38.0,0,0.333333333333,0.169154228856,0.164179104478,0.0209468835308,206.0,156.0,206.0,0,156.0,0,77.0,6.0,77.0,0,6.0,0
DougStanhope,investor,comedy_funny,253.0,1,0.328358208955,0.124378109453,0.203980099502,0.00463848809029,25.0,0,41.0,0,0.0348258706468,0.00995024875622,0.0248756218905,0.000292202777173,7.0,5.0,7.0,0,5.0,0,16.0,4.0,16.0,0,4.0,0
ManuKumar,investor,comedy_funny,253.0,1,0.402985074627,0.119402985075,0.283582089552,0.00610875817332,24.0,0,57.0,0,0.238805970149,0.0796019900498,0.1592039801,0.010284467561,33.0,112.0,33.0,0,112.0,0,28.0,41.0,28.0,0,41.0,0
davidschneider,investor,comedy_funny,253.0,1,0.253731343284,0.0746268656716,0.179104477612,0.00160292354889,15.0,0,36.0,0,0.0696517412935,0.0199004975124,0.0497512437811,0.000885399857323,10.0,14.0,10.0,0,14.0,0,7.0,0,7.0,0,0,0
jimmyfallon,investor,comedy_funny,253.0,2,0.577114427861,0.273631840796,0.303482587065,0.0798363954501,43.0,12.0,60.0,1.0,0.0796019900498,0.0696517412935,0.00995024875622,0.00579388405552,24.0,2.0,24.0,0,2.0,0,16.0,2.0,14.0,2.0,2.0,0
alanwarms,investor,comedy_funny,253.0,1,0.268656716418,0.0348258706468,0.233830845771,0.0231516296409,7.0,0,37.0,10.0,0.0945273631841,0.0248756218905,0.0696517412935,0.00031520932265,7.0,103.0,7.0,0,103.0,0,2.0,25.0,2.0,0,23.0,2.0
Borthwick,investor,comedy_funny,253.0,2,0.373134328358,0.223880597015,0.149253731343,0.00876982107048,45.0,0,28.0,2.0,0.10447761194,0.0298507462687,0.0746268656716,0.00569889318991,11.0,28.0,11.0,0,26.0,2.0,41.0,7.0,41.0,0,7.0,0
quixotic,investor,comedy_funny,253.0,2,0.442786069652,0.273631840796,0.169154228856,0.00411090189535,55.0,0,34.0,0,0.044776119403,0.044776119403,0.0,0.0,41.0,0,41.0,0,0,0,25.0,14.0,25.0,0,14.0,0
RaulArevaloZ,politics_news,director,274.0,1,0.0199004975124,0.00995024875622,0.00995024875622,0.0,2.0,0,2.0,0,0.00995024875622,0.0,0.00995024875622,0.0,0,5.0,0,0,5.0,0,1.0,0,1.0,0,0,0
SarahPalinUSA,politics_news,director,274.0,1,0.273631840796,0.1592039801,0.114427860697,0.0019262160678,31.0,1.0,23.0,0,0.00497512437811,0.00497512437811,0.0,0.0,4.0,0,4.0,0,0,0,9.0,5.0,9.0,0,5.0,0
kevinshahinian,politics_news,director,274.0,1,0.0796019900498,0.0348258706468,0.044776119403,0.00181814761805,7.0,0,9.0,0,0.0348258706468,0.00497512437811,0.0298507462687,0.00180140961857,1.0,34.0,1.0,0,34.0,0,2.0,0,2.0,0,0,0
rubenfleischer,politics_news,director,274.0,1,0.0597014925373,0.0497512437811,0.00995024875622,0.000433753531152,10.0,0,2.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.0,0,2.0,0,0,0
NBCNews,politics_news,director,274.0,1,0.233830845771,0.109452736318,0.124378109453,0.0108031943365,22.0,0,24.0,1.0,0.0199004975124,0.00995024875622,0.00995024875622,0.000721393034826,5.0,2.0,5.0,0,2.0,0,44.0,2.0,44.0,0,2.0,0
JimCameron,politics_news,director,274.0,2,0.144278606965,0.124378109453,0.0199004975124,0.0141228674189,24.0,1.0,3.0,1.0,0.0149253731343,0.0149253731343,0.0,0.0,3.0,0,3.0,0,0,0,2.0,0,2.0,0,0,0
thehill,politics_news,director,274.0,2,0.47263681592,0.124378109453,0.348258706468,0.0119646062075,25.0,0,69.0,1.0,0.0248756218905,0.0,0.0248756218905,0.0,0,11.0,0,0,11.0,0,3.0,9.0,3.0,0,9.0,0
JimDeMint,politics_news,director,274.0,1,0.348258706468,0.164179104478,0.18407960199,0.00325108523755,33.0,0,37.0,0,0.0149253731343,0.00497512437811,0.00995024875622,0.00335820895522,1.0,2.0,1.0,0,2.0,0,3.0,0,3.0,0,0,0
Reuters,politics_news,director,274.0,4,0.18407960199,0.18407960199,0.0,0.0,30.0,7.0,0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,4.0,6.0,4.0,0,6.0,0
jonhurwitz,politics_news,director,274.0,2,0.0646766169154,0.00497512437811,0.0597014925373,0.000153780756506,1.0,0,12.0,0,0.0348258706468,0.00995024875622,0.0248756218905,0.00510805129089,4.0,9.0,4.0,0,8.0,1.0,1.0,5.0,1.0,0,4.0,1.0
whitehouse,politics_news,director,274.0,4,0.278606965174,0.253731343284,0.0248756218905,0.00324047640583,44.0,7.0,5.0,0,0.00995024875622,0.00995024875622,0.0,0.0,2.0,0,1.0,1.0,0,0,150.0,43.0,149.0,1.0,43.0,0
benpolitico,politics_news,director,274.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.0248756218905,0.0248756218905,0.0,0.0,9.0,0,9.0,0,0,0,0,0,0,0,0,0
CameronCrowe,politics_news,director,274.0,1,0.10447761194,0.0348258706468,0.0696517412935,0.00761883341967,7.0,0,7.0,7.0,0.00995024875622,0.00497512437811,0.00497512437811,4.97512437811e-05,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0
radarmusicvideo,politics_news,director,274.0,1,0.0199004975124,0.00995024875622,0.00995024875622,0.0,2.0,0,2.0,0,0.00995024875622,0.0,0.00995024875622,0.0,0,6.0,0,0,5.0,1.0,0,0,0,0,0,0
AlexdelaIglesia,politics_news,director,274.0,1,0.0547263681592,0.00995024875622,0.044776119403,0.00451762173134,2.0,0,8.0,1.0,0.0199004975124,0.00995024875622,0.00995024875622,4.97512437811e-05,5.0,12.0,5.0,0,12.0,0,0,1.0,0,0,1.0,0
davidwain,politics_news,director,274.0,2,0.114427860697,0.0696517412935,0.044776119403,0.00817437153247,12.0,2.0,8.0,1.0,0.0199004975124,0.00497512437811,0.0149253731343,0.000171730632552,2.0,4.0,2.0,0,4.0,0,12.0,3.0,12.0,0,3.0,0
daneckman,politics_news,director,274.0,1,0.089552238806,0.00497512437811,0.0845771144279,0.000113406987364,1.0,0,16.0,1.0,0.0149253731343,0.00497512437811,0.00995024875622,0.00208955223881,1.0,3.0,1.0,0,3.0,0,0,0,0,0,0,0
nprnews,politics_news,director,274.0,3,0.248756218905,0.189054726368,0.0597014925373,0.0276775942099,29.0,9.0,7.0,5.0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,0,1.0,0,0,10.0,0,6.0,4.0,0,0
WestWingReport,politics_news,director,274.0,1,0.243781094527,0.0845771144279,0.1592039801,0.00106648401653,17.0,0,32.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2.0,0,0,2.0,0
HuffPostPol,politics_news,director,274.0,2,0.641791044776,0.174129353234,0.467661691542,0.0312989758141,31.0,4.0,87.0,7.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,87.0,10.0,87.0,0,10.0,0
msnbc,politics_news,director,274.0,1,0.248756218905,0.109452736318,0.139303482587,0.00228840839286,20.0,2.0,28.0,0,0.00995024875622,0.00995024875622,0.0,0.0,2.0,0,2.0,0,0,0,7.0,55.0,6.0,1.0,55.0,0
StateDept,politics_news,director,274.0,2,0.174129353234,0.154228855721,0.0199004975124,0.000459797943235,30.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6.0,130.0,6.0,0,130.0,0
Nightline,politics_news,director,274.0,1,0.0945273631841,0.0796019900498,0.0149253731343,0.000122365505695,15.0,1.0,3.0,0,0.0199004975124,0.00497512437811,0.0149253731343,7.46268656716e-05,3.0,4.0,3.0,0,4.0,0,32.0,44.0,32.0,0,43.0,1.0
SpeakerBoehner,politics_news,director,274.0,1,0.641791044776,0.208955223881,0.432835820896,0.0152112419798,42.0,0,87.0,0,0.0149253731343,0.0149253731343,0.0,0.0,10.0,0,10.0,0,0,0,17.0,40.0,17.0,0,40.0,0
AP,politics_news,director,274.0,3,0.154228855721,0.139303482587,0.0149253731343,0.000531297559498,27.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10.0,0,10.0,0,0,0
jwoliner,politics_news,director,274.0,1,0.0597014925373,0.0348258706468,0.0248756218905,0.00115713854339,7.0,0,5.0,0,0.00995024875622,0.00497512437811,0.00497512437811,0.0,2.0,1.0,2.0,0,1.0,0,5.0,1.0,5.0,0,1.0,0
camanpour,politics_news,director,274.0,1,0.174129353234,0.164179104478,0.00995024875622,0.000628803514306,33.0,0,2.0,0,0.0199004975124,0.00497512437811,0.0149253731343,0.000111940298507,1.0,3.0,1.0,0,3.0,0,98.0,1.0,98.0,0,1.0,0
TPM,politics_news,director,274.0,2,0.338308457711,0.109452736318,0.228855721393,0.00288530666847,21.0,1.0,45.0,1.0,0.0149253731343,0.0149253731343,0.0,0.0,3.0,0,3.0,0,0,0,28.0,0,27.0,1.0,0,0
wiegaertner,politics_news,director,274.0,1,0.0796019900498,0.0547263681592,0.0248756218905,0.00413911941963,10.0,1.0,5.0,0,0.0497512437811,0.0248756218905,0.0248756218905,0.00457421227197,30.0,163.0,30.0,0,163.0,0,24.0,15.0,24.0,0,15.0,0
wolfblitzercnn,politics_news,director,274.0,2,0.437810945274,0.149253731343,0.28855721393,0.0465047273269,29.0,1.0,57.0,1.0,0.00995024875622,0.0,0.00995024875622,0.0,0,3.0,0,0,3.0,0,79.0,8.0,78.0,1.0,8.0,0
thedailybeast,politics_news,director,274.0,2,0.457711442786,0.1592039801,0.298507462687,0.0209730160705,26.0,6.0,60.0,0,0.00995024875622,0.00995024875622,0.0,0.0,8.0,0,7.0,1.0,0,0,49.0,195.0,46.0,3.0,195.0,0
Number10gov,politics_news,director,274.0,1,0.194029850746,0.134328358209,0.0597014925373,0.0206414052218,26.0,1.0,11.0,1.0,0.00497512437811,0.00497512437811,0.0,0.0,2.0,0,0,2.0,0,0,4.0,2.0,4.0,0,2.0,0
TheFix,politics_news,director,274.0,2,0.348258706468,0.203980099502,0.144278606965,0.00335737010528,39.0,2.0,29.0,0,0.0298507462687,0.0199004975124,0.00995024875622,0.000485074626866,6.0,2.0,6.0,0,2.0,0,41.0,0,36.0,5.0,0,0
KarlRove,politics_news,director,274.0,1,0.383084577114,0.199004975124,0.18407960199,0.00862822827873,40.0,0,37.0,0,0.0199004975124,0.00497512437811,0.0149253731343,7.46268656716e-05,3.0,3.0,3.0,0,3.0,0,23.0,0,23.0,0,0,0
Newsweek,politics_news,director,274.0,3,0.223880597015,0.18407960199,0.0398009950249,0.00768409743429,33.0,4.0,8.0,0,0.00995024875622,0.0,0.00995024875622,0.0,0,8.0,0,0,8.0,0,165.0,45.0,162.0,3.0,44.0,1.0
robluketic,politics_news,director,274.0,1,0.0199004975124,0.00497512437811,0.0149253731343,6.04877284348e-05,1.0,0,0,3.0,0.00995024875622,0.0,0.00995024875622,0.0,0,2.0,0,0,2.0,0,0,0,0,0,0,0
postpolitics,politics_news,director,274.0,1,0.567164179104,0.144278606965,0.422885572139,0.00600778421078,29.0,0,85.0,0,0.0199004975124,0.0,0.0199004975124,0.0,0,6.0,0,0,6.0,0,2.0,8.0,2.0,0,8.0,0
YahooNews,politics_news,director,274.0,1,0.278606965174,0.0746268656716,0.203980099502,0.00108324106726,15.0,0,41.0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,51.0,1.0,50.0,1.0,1.0,0
Philontilt,politics_news,director,274.0,2,0.129353233831,0.0547263681592,0.0746268656716,0.00439009719628,11.0,0,15.0,0,0.0348258706468,0.00497512437811,0.0298507462687,0.00807519939983,1.0,28.0,1.0,0,27.0,1.0,29.0,0,29.0,0,0,0
DAVID_A_SLADE,politics_news,director,274.0,1,0.0646766169154,0.0298507462687,0.0348258706468,0.000106255686801,6.0,0,7.0,0,0.0547263681592,0.0298507462687,0.0248756218905,0.00141023675703,14.0,16.0,14.0,0,16.0,0,8.0,2.0,8.0,0,2.0,0
CBSNews,politics_news,director,274.0,2,0.164179104478,0.154228855721,0.00995024875622,0.000139327184012,30.0,1.0,2.0,0,0.00995024875622,0.00995024875622,0.0,0.0,2.0,0,0,2.0,0,0,4.0,15.0,2.0,2.0,15.0,0
LuckyMcKee,politics_news,director,274.0,1,0.0646766169154,0.0348258706468,0.0298507462687,0.00010253790571,7.0,0,6.0,0,0.0547263681592,0.0199004975124,0.0348258706468,0.00196488871094,31.0,134.0,31.0,0,134.0,0,7.0,40.0,7.0,0,40.0,0
kyle_newman,politics_news,director,274.0,1,0.10447761194,0.0497512437811,0.0547263681592,0.00966673539048,10.0,0,11.0,0,0.0348258706468,0.00995024875622,0.0248756218905,0.00412977302508,7.0,11.0,7.0,0,11.0,0,0,12.0,0,0,12.0,0
darren_bousman,politics_news,director,274.0,2,0.0995024875622,0.0348258706468,0.0646766169154,0.00185290695289,7.0,0,11.0,2.0,0.0646766169154,0.0298507462687,0.0348258706468,0.0116439811002,8.0,24.0,8.0,0,24.0,0,7.0,4.0,7.0,0,4.0,0
rollcall,politics_news,director,274.0,2,0.154228855721,0.129353233831,0.0248756218905,0.000199988119545,26.0,0,5.0,0,0.0248756218905,0.00995024875622,0.0149253731343,0.000174129353234,5.0,9.0,5.0,0,9.0,0,64.0,3.0,64.0,0,3.0,0
BobbyJindal,politics_news,director,274.0,1,0.228855721393,0.144278606965,0.0845771144279,0.000873394105362,29.0,0,17.0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0
DREfilms,politics_news,director,274.0,1,0.0696517412935,0.00995024875622,0.0597014925373,0.000667118453237,2.0,0,10.0,2.0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,1.0,4.0,1.0,0,4.0,0
onditimoner,politics_news,director,274.0,2,0.0248756218905,0.0149253731343,0.00995024875622,8.80529828165e-05,3.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
SPwrite,politics_news,director,274.0,1,0.089552238806,0.0248756218905,0.0646766169154,0.0159443928607,4.0,1.0,12.0,1.0,0.00995024875622,0.0,0.00995024875622,0.0,0,2.0,0,0,1.0,1.0,0,3.0,0,0,2.0,1.0
rcjohnso,politics_news,director,274.0,2,0.129353233831,0.0597014925373,0.0696517412935,0.00877252176265,12.0,0,13.0,1.0,0.0845771144279,0.0348258706468,0.0497512437811,0.0122644662917,94.0,33.0,94.0,0,33.0,0,2.0,13.0,2.0,0,13.0,0
